Id,Name,Scientific name,Binomial,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop
2009,Dwarf Alpine Aster,Aster alpinus,ASAL,Perennial,10,8,15,Summer,"White flower; green foliage; blue, pink, rose or purple flowers",,Fibrous Deep,,,,Upright,Slow,Minor,Minor,Full_Sun,3 -- 10,"Moderate, Dry",6.0 - 7.5,"Erosion Control, Insectory, Soil Builder",
1766,Sky-Blue Aster,Symphyotrichum oolentangiensis,SYOO,Perennial,36,24,0,Summer-Fall,Attracts birds and crescent spot butterflies.,Blue,Fibrous Shallow,Late Summer - Fall,,Fine,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 8,"Moderate, Dry",6.0 - 8.0,"Erosion Control, Insectory, Insectory, Soil Builder, Wildlife Food",Cut Flower
7713,Baboon Grape (Bobbejaandruif),Rhoicissus digitata,RHDI,Perennial,49,49,10,All Year,"A grapevine leafminer described as Holocacista capensis has been found on native Rhoicissus digitata. It is easily propagated from seed sown in spring or early summer and takes from three to six weeks to germinate. Soaking in hand-hot water overnight and treating with a fungicide that combats pre- and post-emergence damping off, although not essential for germination, will increase the number of successful seedlings. Sow cleaned seed in a seed tray in a well-drained, well-aerated soil mix. Spread the seeds evenly and cover with a layer of sand. Water the seed tray and place it in a warm place until germination takes place in three to five weeks under optimum conditions. Prick out soon after the first pair of true leaves has developed - taking care not to damage the young root. Also easy to propagate from semihardwood cuttings made in spring and summer when plants are actively growing. Use a well-draining medium such as a 1:1 mixture of fine bark and river sand, 1:1 fine bark and polystyrene or plain coarse river sand. Cuttings do best placed under mist with bottom heat, and rooting is improved if hormones are used. Rooting will occur within three to four weeks. Propagation by layer","Brown, Cream, Green, Yellow","Tuber, Tuber",Late Summer - Fall,Fall - Winter,Fine,Climbing,Slow,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,,5.0 - 7.0,"Erosion Control, Groundcover, Insectory, Reclamator, Wildlife Food","Container Garden, Fiber, Food, Medicine, Ornamental, Ornamental"
5385,White Baneberry (Doll’s eyes),Actaea pachypoda,ACPA,Perennial,30,36,2,All Year,"Actaea pachypoda is a herbaceous perennial plant producing a cluster of leafy growth from thick, dark rhizomes. Grows to 30 inches. RANGE: Eastern N. America - southeastern Canada to Georgia, west to Oklahoma & Minnesota. HABITAT: Deciduous forests. Less often with pines, junipers, or other conifers. Deep woods, north-facing wooded slopes, bluff bases and ravines. ELEVATIONS up to 1,640 feet. Prefers moist, organically rich, humussy, well-drained soil in part shade to full shade, though it's a tough plant that tolerates most conditions. Grows best in the wild or woodland garden. Self-seeding may occur in optimum growing conditions where the berries fall to the ground. If naturalization is desired, the berries may be picked as soon as they ripen & then immediately planted into the ground in order to promote colonial spread. PROPAGATION: Seeds. Division in spring. Genus name is the Latin name adopted by Linnaeus from Pliny. POLLINATION: Insects. The plants are dioecious, meaning some plants produce male flowers and others produce female flowers.",White,"Rhizome, Fibrous Shallow",Spring - Summer,Summer - Fall,Medium,Mound,Slow,Minor,Minor,"Partial_Shade, Shade",3 -- 9,"Wet, Moderate",5.6 - 6.8,"Insectory, Wildlife Food, Wildlife Food","Aromatics/Fragrance, Medicine, Ornamental, Ornamental"
7513,Candy Barrel Cactus (Fishhook Barrel Cactus),Ferocactus wislizeni,FEWI,Perennial,120,33,6,All Year,Flowers sporadically in spring and profusely between mid-summer and early fall. Spines are thinner when grown in shade. Requires well-drained soil. Stems lean towards shade and plants can eventually uproot themselves with too much leaning.,Orange,Fibrous Shallow,Late Spring - Early Fall,Summer - ?,Coarse,Single Stem,Slow,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,Dry,7.0 - 8.5,"Domestic Animal Forage, Wildlife Food","Container Garden, Fiber, Food, Ornamental"
3221,"Begonia, Wax",Begonia semperflorens,BESE,Perennial,18,12,7,All Year,Blooms throughout the year indoors and where it is warm enough year round. Best in well-draining soil. Very popular as an annual. Only some cultivars tolerate full shade. Easily propagated with cuttings.,"Orange, Pink, Red, White, Yellow",Fibrous Shallow,Spring - Fall,Fall - ?,Medium,Mound,Slow,Minor,Minor,"Full_Sun, Partial_Shade, Shade",9 -- 11,Moderate,5.6 - 6.5,Air Cleaner,"Container Garden, Ornamental"
5716,"Black Cohosh (Fairy Candles, Black Snakeroot)",Actaea racemosa (Cimicifuga racemosa),ACRA,Perennial,96,48,7,Spring-Fall,Requires fertile soils and tolerates poor drainage. Most attractive with sufficient moisture. Seed heads can be left for fall and winter interest then but back in spring. Also known by bugbane/black bugbane.,White,"Rhizome, Fibrous Shallow",Early Summer - Late Summer,Summer - Fall,Medium,Upright,Slow,Minor,Minor,"Partial_Shade, Shade",3 -- 8,"Wet, Moderate",4.5 - 6.5,Insectory,"Container Garden, Cut Flower, Dried Flower, Food, Insect Repellent, Medicine, Ornamental"
1687,Cylindric Blazingstar,Liatris cylindrica,LICY,Perennial,24,36,15,Fall,Species is a synonym for L punctata. Reassign.,Pink,Rhizome,Late Summer - Early Fall,,Fine,Upright,Slow,Minor,Minor,Full_Sun,2 -- 8,"Moderate, Dry",6.0 - 8.0,"Erosion Control, Insectory, Wildlife Food",
1891,"Dotted Blazingstar (Colic Root, Dotted Gayfeather)",Liatris punctata,LIPU,Perennial,24,24,4,Summer,"Attracts bees and butterflies. Rodents are very fond of the tubers so the plants may require some protection. Liatris can easily be grown from seed. Start indoors or sow directly in the garden in early spring. Seeds should germinate in 20-45 days. Seed germination is improved after a pretreatment of 4 to 6 weeks of cold moist stratification or when planted outside in the fall or early winter. Plants generally will not bloom until their second year. Dig and divide large clumps in the spring just as the leaves are emerging. Separate the corms or cut the tuberous roots with a sharp knife, keeping at least one eye on each division.","Pink, Purple","Tap, Short Rhizome",Summer - Early Fall,Fall,Medium,Upright,Slow,Minor,Minor,Full_Sun,2 -- 8,"Moderate, Dry",6.0 - 8.0,"Domestic Animal Forage, Erosion Control, Insectory, Reclamator, Wildlife Food, Wildlife Food","Cut Flower, Food, Medicine, Medicine, Medicine"
2548,Marsh Blazingstar,Liatris spicata,LISP,Perennial,53,18,14,Summer-Fall,"Marsh Blazingstar is an attractive plant while in bloom, resembling a magic wand.",Purple,Short Rhizome,Summer - Early Fall,,Medium,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 10,Moderate,5.6 - 7.5,"Insectory, Wildlife Food","Cut Flower, Insect Repellent, Medicine"
1752,Prairie Blazingstar (Cattail Blazing Star),Liatris pycnostachya,LIPY,Perennial,60,24,12,Summer,"Liatris pycnostachya, commonly called prairie blazing star, is perhaps the tallest Liatris species in cultivation, typically growing 2-4' tall (infrequently to 5'). It is an upright, clump-forming, native perennial which commonly occurs in prairies, open woods, meadows and along railroad tracks and roads. Features rounded, fluffy, deep rose-purple flower heads (each to 3/4"" across) which are crowded into terminal spikes (to 20"" long) atop thickly-leafed, rigid flower stalks. Stalks arise from basal tufts of narrow, lance-shaped leaves (to 12"" long). Flowers generally open top to bottom on the spikes. Blooms in summer. Liatris belongs to the aster family, with each flower head having only fluffy disk flowers (resembling ""blazing stars"") and no rays. This species is distinguished from other Liatris species by its reflexed, long-tipped involucral bracts. Drought tolerant when established. Prefers moist to dry, well-drained soils with full sun exposure. It may also be found in damp prairies and tolerates poor soils, drought and heat conditions. It does not tolerate wet winter soils. The root system consists of corms, which occasionally form offsets near the mother plant. Thickspike gay","Pink, Purple, Red",Corm,Summer - Late Summer,Fall,Medium,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 8,"Wet, Moderate, Dry",6.0 - 7.8,"Domestic Animal Forage, Insectory, Wildlife Food","Cut Flower, Dried Flower, Medicine, Ornamental"
1890,Rough Blazingstar,Liatris aspera,LIAS,Perennial,36,24,14,Summer,"Likes sandy soils and ""rocky "" soils. Attracts bees and butterflies. Will not tolerate winter wetness. Are drought tolerant when established. The root system consists of a woody corm. Occasionally, offsets develop a short distance from the mother plant, creating small colonies. Rodents devour corms. Tall blazing star responds favorably to prescribed burning and increases in number with frequent fire. Lovell et al. (1982) observed increased number of flowers following a late spring burn versus control plants. Tall blazing star increases with heavy grazing and may form small colonies.","Pink, Purple",Corm,Summer - Early Fall,Fall,Medium,Upright,Slow,Minor,Minor,Full_Sun,2 -- 8,"Moderate, Dry",6.0 - 8.0,"Domestic Animal Forage, Insectory, Reclamator, Wildlife Food","Cut Flower, Food, Medicine, Medicine, Ornamental"
1816,White Bleeding Heart,Dicentra spectabilis 'Alba',DISP,Perennial,36,36,10,Spring,"Minor disease concern- stem rot, storage rot, wilt. Foliage will go dormant in early summer if allowed to dry out. Should not be moved if possible. 'Alba' is slower growing than others in species.",White,Tap,Early Summer,,Medium,Upright,Slow,,Minor,"Partial_Shade, Shade",3 -- 7,"Moderate, Dry",6.1 - 8.5,Erosion Control,
7528,"Blisterleaf (Peperwortel, Brandblaar)",Anemone vesicatoria,ANVE,Perennial,48,36,6,Spring-Summer,"Anemone vesicatoria is one of the few and best fynbos plants for the shady garden. HABITATS: It grows in the shade of bushes, in wooded patches, forests, kloofs and river valleys. Anemone vesicatoria is a perennial herb with a tuft of leathery, dark green leaves up to 4 feet tall. - RANGE: SA Distribution: Eastern Cape, Western Cape. Variable & adaptable: sandy coastal dunes & rich humus. ELEVATION: Sea level to 2,953 feet. Frost is not common in its natural habitat, but it should be able to withstand light frost with its underground rootstock. Best suited to areas with a Mediterranean-type climate. The name Anemone comes from a Greek legend where red anemones grew on Mount Olympus from blood shed by Adonis when he was killed by a wild boar. There are 11 species in South Africa. PROPAGATION: Seeds and seedlings.","Cream, Green, White, Yellow","Tuber, Long Rhizome",Winter - Late Summer,Spring - Summer,Medium,Clump,Slow,Minor,Minor,"Partial_Shade, Shade",6 -- 10,Moderate,5.6 - 7.8,"Insectory, Reclamator","Medicine, Medicine, Ornamental"
1666,Common Bugleweed (Blue Bugle),Ajuga reptans,AJRE,Perennial,8,20,10,Summer,"It tolerates all light levels and is an excellent choice for moist areas, although it will tolerate moderately dry soils. In cool, shady areas where grass will not grow it makes a thick, attractive ground cover. Avoid planting in wet, heavy soils, and provide good air circulation. Divide these plants when they grow too crowded in the spring or fall, or propagate by seed. Flowers attract bees. Tolerates acid soils. Deer resistant. Needs snow cover or mulch to survive over winter. Bugleweed is attractive in a mass planting in a naturalized area, on a slope or bank, or in a woodland garden. A dense mat will help smother weeds, but avoid planting near perennial beds or lawns where its spreading nature could pose removal problems. This plant is resistant to browsing by deer. Tolerate: Rabbit, Black Walnut.","Blue, Pink, Purple",Stolon,Early Summer - Summer,Summer - Fall,Medium,Prostrate,Slow,Minor,Minor,Partial_Shade,3 -- 10,"Moderate, Dry",5.5 - 7.5,"Groundcover, Insectory, Mulch Maker","Container Garden, Dye, Food, Medicine, Ornamental"
7548,"Bushman's Poison Bulb (Century Plant, Poison Bulb)",Boophone disticha,BODI,Perennial,24,24+,10,All Year,"Boophone disticha is a herbaceous perennial plant growing from a large, semi-underground bulb that is up to 10 inches in diameter. (Commonly called the century plant or tumbleweed. RANGE: Eastern & southern Africa - Sudan, Uganda & Kenya, south through much of Africa to South Africa. - HABITAT: Grassland & wooded grassland. Native to warm, dry climates with a well defined dry season, occurring mainly in summer rainfall regions in its native range. It is not cold tolerant & can be killed at temperatures lower than 39F. - ELEVATION: 656 - 8,202 feet. - Leaves are arranged in a distinctive fan shape. The plant flowers annually while it's still leafless. An extensive root system develops beneath the bulb. These bulbs will grow in the veld for well over a hundred years. Some of the largest bulbs found in the wild are well over a hundred years old, so the ones in a collection could become family heirlooms. They will need two months to germinate, & up to five years to bloom for the first time. This plant thrives in full sun in well-drained, sandy soil and also in rocky areas. It should be planted in a protected area, although it can stand drought it does not like frost. The bulb should b","Pink, Red, Rose","Bulb, Fibrous Deep",Early Spring - Late Spring,Spring - Summer,Coarse,Upright,Slow,Minor,Minor,Full_Sun,9 -- 10,Dry,6.1 - 7.8,"Insectory, Wildlife Food","Fiber, Fiber, Medicine, Medicine, Medicine, Ornamental"
1951,Great Bulrush,Scirpus validus,SCVA,Perennial,144,0,,Summer,"Water depth up 6"". Emergent plant. An aquatic plant management (APM) permit from the DNR is required to physically remove from or transplant into public waters any aquatic plants. There are many native species of scirpus in Minnesota. Hardstem bulrush",Brown,Long Rhizome,Late Spring - Late Summer,,,Upright,Slow,Minor,Minor,Full_Sun,2 -- 9,Wet,,"Water Purifier, Wildlife Food, Wildlife Habitat",
8442,"American Cancer-Root (Bear Corn,Squawroot)",Conopholis americana,COAM,Perennial,8,1,2,Spring-Fall,"Cancer-root is an herbaceous perennial parasitic plant in the boomrape (Orobanchaceae) family. There is no evidence to prove that it can cure cancer. It grows in large areas of Eastern America on organically rich forest soils. It needs well-drained soils but grows in a wide variety of light conditions. This plant does not photosynthesize, hence its lack of the green pigment chlorophyll. It is usually found in dense clumps of several erect stems and growing in shady forested sites. It occurs over a wide geographic range in most of the eastern half of the U.S. and Canada. Across its range, it grows on sites that are relatively rich with deep soils and a thick forest canopy where at least some oak trees present. It typically grows from 2 to 8 inches tall and is less than an inch wide. Inflorescences that look like the cones from a conifer break through the surface of the soil when the plants are approximately four years old after they have been growing underground attached to oak roots. Stem Description: Thick (1/2 inch - 1 inch) stout unbranched stems. No true leaves, brown ovate 1/2"" long scales appear underneath each flower. The inflorescence can appear anywhere from April-Ju",Cream,Fibrous Shallow,Spring - Early Summer,Summer - Fall,Medium,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 9,Moderate,5.0 - 7.5,"Insectory, Wildlife Food","Food, Medicine"
3234,Chinese Evergreen,Aglaonema crispum,AGCR,Perennial,36,36,0,All Year,"Thrives in humid environments with rich, well-draining soils. Easily propagated from stem cuttings.","Green, Yellow",Fibrous Shallow,Summer - Early Fall,,Coarse,Upright,Slow,Minor,Minor,"Partial_Shade, Shade",10 -- 11,Moderate,5.5 - 6.5,Air Cleaner,"Container Garden, Ornamental"
5386,"Herb Christopher (Bugbane, Toadroot)",Actaea spicata,ACSP,Perennial,28,28,2,All Year,"Actaea spicata is a herbaceous, perennial plant producing a clump of leafy stems up to 28 inches tall from a thick rootstock. Native in the UK. RANGE: Most of Europe, through the Caucasua to Afghanistan and the Himalayas. HABITAT: Ash woods on limestone and in damp stony woods to 4,921 feet. Deciduous woodland, or clearings in coniferous woods, at elevations to 1,640 feet. in Asia. POLLINATORS: Beetles & Flies. Succeeds in most conditions, but prefers a humus-rich moist soil in light shade doing well amongst shrubs and in light woods. PROPAGATION: Seeds. Division in March or October. The species is hermaphrodite (has both male and female organs). Pollinated by, beetles, flies, and butterflies.","Cream, White","Rhizome, Fibrous Shallow",Spring - Summer,Summer - Fall,Medium,Clump,Slow,Minor,Minor,"Partial_Shade, Shade",4 -- 9,"Wet, Moderate",5.6 - 8.4,"Aromatic Pest Confuser, Insectory","Cut Flower, Dye, Food, Medicine, Medicine, Medicine, Medicine, Ornamental"
1847,"Kura Clover (Honey Clover, Caucasian clover)",Trifolium ambiguum,TRAM,Perennial,24,48,12,All Year,"Native to Ukraine, Crimea, south European Russia, the northern Caucasus, Turkey, Iraq, and Iran, and has been introduced to New South Wales. HABITAT: Caucasian clover is native to scree fields, on the edges of forests and on sandy areas by rivers. The distribution area originally included Romania, southern Russia, Iraq and Iran. However, through intensive cultivation of the species it was able to spread over all of Eastern Europe, Australia and the United States. Kura clover (Trifolium ambiguum Bieb.) is a relatively low-growing, persistent, winter-hardy, spreading perennial legume that has excellent potential for grazing. It is also called Caucasian, Pellett’s, or honey clover and is native to the Caucasian region of Europe. Tolerates close grazing due to extensive rhizomes and deep-seated crowns, which can be 2 inches (5 cm) below the soil surface. Kura tolerates stresses including cold, drought, low-fertility acid soils, and hard grazing. Poor seedling vigor, but persists once established. Production areas similar to white clover athough it is most productive in the northern US with available summer moisture. Kura clover mixes well with the commonly grown cool-season, perenni","Pink, Red, White, Yellow","Tap, Rhizome",Early Summer - Summer,Summer,Fine,Spreading,Slow,Minor,Minor,Full_Sun,3 -- 8,Moderate,5.1 - 7.3,"Domestic Animal Forage, Dynamic Accumulator, Erosion Control, Insectory, Mulch Maker, Mulch Maker, Mulch Maker, Nitrogen Fixer",Food
1889,Round-Headed Bush Clover (Rabbit Foot),Lespedeza capitata,LECA,Perennial,48,24,96,Summer,"Attracts birds, butterflies. Easily grown in average, dry to medium, well-drained soil in full sun to part shade. Does well in infertile, dryish, sandy soils in full sun. Good drainage is essential. Tolerates drought. May self-seed in optimum growing conditions. Seed benefits from inoculation with EL rhizobium before being planted. This and other Lespedeza species often have both open and cleistogamous flowers mixed together in the same flower cluster. Cleistogamous (kly-STAH-guh-muss) flowers never open, but they fertilize themselves and produce viable seed anyway. They ensure that the plant can reproduce itself even in years with little pollinator activity or adverse flowering conditions. It is reported to be very susceptible to herbicide drift. The Omaha and Ponca people called it ""te-hunton-hi-nuga"" which means ""female buffalo bellow plant."" It was called this because its bloom coincides with buffalo rut.","Cream, White","Tap, Rhizome",Summer - Late Summer,Summer - Fall,Medium,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,"Moderate, Dry",5.6 - 8.1,"Domestic Animal Forage, Erosion Control, Insectory, Insectory, Nitrogen Fixer, Reclamator, Soil Builder, Wildlife Food, Wildlife Food","Dried Flower, Food, Food, Medicine"
