Id,Name,Scientific name,Binomial,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop
2703,Jackmanii Clematis,Clematis jackmanii,CLJA,Vine,12,4,18,Summer,Tolerant of proximity to black walnut. Grows best in fertile soils. Needs a support structure for the best growth.,Purple,Fibrous Deep,Early Summer - Early Fall,Fall - ?,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,Moderate,6.0 - 7.8,Wildlife Food,"Container Garden, Cut Flower, Ornamental"
2704,Nelly Moser Clematis,Clematis 'Nelly Moser',CLx,Vine,12,4,18,Summer,Blooms primarily in late spring with a second smaller flush in late summer. Grows best in fertile well-drained soil. Better flowering occurs in part-sun. Tolerates proximity to black walnut trees. Clematis vines grow best when their roots are kept cool and protected.,Pink,Fibrous Deep,Late Spring - Late Summer,Fall - ?,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,Moderate,6.0 - 7.8,"Groundcover, Insectory, Wildlife Habitat","Container Garden, Cut Flower, Ornamental"
2705,Ramona Clematis,Clematis 'Ramona',CLx,Vine,12,4,18,Summer,Deciduous mid-season Clematis. Clematis vines grow best when their roots are kept cool and protected. Best in rich well-drained soil. Tolerant of growing in proximity to black walnut trees.,"Blue, Lavender",Fibrous Deep,Summer - Early Fall,Fall - ?,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,Moderate,6.0 - 7.8,"Groundcover, Wildlife Habitat","Container Garden, Cut Flower, Ornamental"
2706,Sugar Candy Clematis,Clematis 'Sugar Candy',CLx,Vine,10,4,18,Summer-Fall,Also known as 'Evione'. Deciduous early-flowering Clematis. Best in rich well-drained soils. Clematis vines grow best when their roots are kept cool and protected.,Pink,Fibrous Deep,Late Spring - Early Fall,,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,Moderate,6.0 - 7.8,Wildlife Habitat,"Container Garden, Cut Flower, Ornamental"
2708,Ville de Lyon Clematis,Clematis 'Ville de Lyon',CLx,Vine,12,4,18,Summer-Fall,Deciduous mid-summer Clematis. Prefers rich well-drained soil. Clematis vines grow best when their roots are kept cool and protected. Tolerant of proximity to black walnut trees. This cultivar has particular tolerance for part shade. Needs a support structure to grow properly.,Red,Fibrous Deep,Early Summer - Early Fall,Fall - ?,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,Moderate,6.0 - 7.8,Wildlife Habitat,"Container Garden, Cut Flower, Ornamental"
6982,Amazuru Grape,Vitis saccharifera,VISA,Vine,7,7-8,6,Spring-Summer,"Vitis saccharifera is a Deciduous Climber. Native RANGE: E. Asia - C. and S. Japan. HABITAT: Mountain forest edge distribution (specific species in Japan) Honshu (west of Tokai region), Shikoku, Kyushu Gamagori City Kashiwabara Town Woodland Garden Sunny Edge; Dappled Shade. Prefers a deep rich moist well-drained moderately fertile loam. Grows best in a calcareous soil. Succeeds in sun or partial shade though a warm sunny position is required for the fruit to ripen. Plants climb by means of tendrils. Any pruning should be carried out in winter when the plants are dormant otherwise they bleed profusely. Plants in this genus are notably susceptible to honey fungus. PROPAGATION: Seeds, Cuttings, Layering. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects.","Green, Yellow","Tap, Long Rhizome",Early Summer - Late Summer,Fall,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 9,"Wet, Moderate, Dry",5.5 - 7.8,Insectory,"Dye, Food, Food"
2072,American Grape (Fox Grape),Vitis labrusca,VILA,Vine,20,20,18,Summer,"Native to North America. Found in all states east of the Mississippi River, with the exception of Florida. Also reported in Utah. Lowland to upland forests, esp. disturbed habitats: thickets, roadsides, fencerows, and even meadows or sandy hills. By means of forked tendrils, it is able to climb adjacent vegetation, shrubs, and trees. On very old vines, the base of the trunk can measure 12"" across, but it is almost always smaller than this. Best grown in deep, loamy, humus-rich, medium moisture, well-drained soils in full sun. The more sun the sweeter the fruit. Tolerates a wide range of soil conditions, including average garden soils, but must have good drainage. Best sited in a location sheltered from winter winds (preferably a southern facing slope) and well removed from frost pockets. Young growth may be damaged in spring by late frosts. This grape is self-pollinating. For quality fruit production, it needs a support system, training, regular spraying and regular pruning to maximize fruit production. It can withstand the somewhat severe weather conditions in parts of the Eastern and Midwestern U.S. (cold winters followed by hot and humid summers) better than many other types o",Pink,"Tap, Long Rhizome",Spring - Late Spring,Summer - Fall,Coarse,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 9,Moderate,5.0 - 7.5,", Wildlife Food, Wildlife Habitat","Dye, Essential Oil, Food, Medicine, Ornamental"
6962,Amur River Grape (Amur Grape),Vitis amurensis,VIAM,Vine,50,50,18,All Year,"Vitis amurensis is a deciduous Climber growing to 50 feet at a medium rate. Mainly found in the three provinces in the northeast of China, the east of Inner Mongolia, & part of Russia & North Korea. Rich damp woodland soils. The species is hermaphrodite (has both male and female organs). Pollinated by Insects. Propagation is by seeds, cuttings, or layering. Habitats: Woodland Garden Sunny Edge; Dappled Shade. Grows best in a calcareous soil. Succeeds in sun or partial shade though a warm sunny position is required for the fruit to ripen. Very hardy, tolerating temperatures down to about -40°f, this species is a potential source of hardiness in a breeding program with the common grape, Vitis vinifera. Has several important traits, such as cold- and disease-resistance, is now commercially cultivated in China. Vitis amurensis has a strong root system and high growth vigor allowing it to survive temperatures as low as −40°F without the need to bury its vines, saving inputs in vineyard management. During growth, V. amurensis vines have high resistance to many diseases, such as grape white rot and grape anthracnose, and are thus often used as a disease-resistant stock as well as the mos",Green,"Tap, Long Rhizome",Early Spring - Late Summer,Fall - Winter,Medium,Vine,Moderate,Medium,Minor,"Full_Sun, Partial_Shade",4 -- 9,"Moderate, Dry",5.0 - 8.0,", Groundcover, Wildlife Food","Dye, Food, Food, Food, Food, Food, Medicine, Ornamental"
6977,Bird Grape,Vitis rotundifolia var. munsoniana,VIRO,Vine,30,30,18,All Year,"Vitis munsoniana is a Deciduous Climber and is a type of muscadine grape. Deciduous vines growing 60-100 ft (18-30.4 m) in the wild. RANGE: Southern N. America. It's native only in Florida, on the borders of the Gulf of Mexico, and near the southeastern coast of Georgia. Muscadine grapes seldom sustain frost injury in the spring due to the late bloom date. When acclimated, most vines can tolerate temperatures down to about 10 °F (-12 °C) without injury HABITATS: Woodland Garden Sunny Edge; Dappled Shade. PROPAGATION: Seeds, Cuttings (not preferred), Layering, Grafting. The species is hermaphrodite (has both male and female organs) and is pollinated by insects and wind. Grows best in a calcareous soil. Succeeds in sun or partial shade though a warm sunny position is required for the fruit to ripen. Plants climb by means of tendrils. Vitis rotundifolia var. munsoniana grows climbing on other vegetation in Dry Broadleaf Evergreen Formation – Woodland and Shrublands (open coppice) and Pine Woodlands. Any pruning should be carried out in winter when the plants are dormant otherwise they bleed profusely. V. munsoniana has an everbearing habit; in August buds, blossoms, and fruit in all s","Green, Yellow","Tap, Long Rhizome",Early Summer - Late Summer,Summer - Fall,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 11,"Wet, Moderate, Dry",5.5 - 6.5,"Hedge, Wildlife Food, Wildlife Habitat","Dye, Food, Food, Medicine, Ornamental"
6969,Florida Pigeon Grape (Simpson's Grape),Vitis cinerea var. floridana,VICI,Vine,30,40,18,All Year,"Vitis cinerea var. floridana is a Deciduous Climber. Range: South-eastern N. America - S.E. Virginia to Florida. Habitats: Woodland Garden Florida grape closely resembles summer grape (Vitis aestivalis). Sunny Edge; Dappled Shade. Moist forests and pinelands. Grows best in a calcareous soil. Maryland and Southeastern United States south to Miami-Dade County and the Monroe County mainland. Succeeds in sun or partial shade though a warm sunny position is required for the fruit to ripen. The young growth in spring can be damaged by late frosts. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects. Plants climb by means of tendrils. Any pruning should be carried out in winter when the plants are dormant otherwise they bleed profusely. Used in breeding programs to develop resistant varieties for Florida and other hot areas. Propagation: Seeds, uttings, Layering. There are some named varieties. Plants in this genus are notably susceptible to honey fungus.",Green,"Tap, Long Rhizome",Early Summer - Late Summer,Summer - Fall,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",7 -- 10,"Wet, Moderate",5.0 - 8.0,"Reclamator, Wildlife Food, Wildlife Habitat, Wildlife Habitat","Dye, Food"
6979,Red Grape (Catbird Grape),Cissus palmata,CIPA,Vine,66,66,18,All Year,"Formerly named Vitis palmata. Vitis palmata is a Deciduous Climber up to 66 feet tall. RANGE: Southern and Central N. America - Illinois, Missouri and Arkansas. - HABITAT: Sandy banks and rocky places. Borders of sloughs and ponds. Woodland Garden Sunny Edge; Dappled Shade. - PROPAGATION: Seeds, Cuttings, Layering. - CULTIVATION: Grows best in a calcareous soil. Succeeds in sun or partial shade though a warm sunny position is required for the fruit to ripen. Plants climb by means of tendrils. Any pruning should be carried out in winter when the plants are dormant otherwise they bleed profusely. The species is hermaphrodite (has both male and female organs) and is pollinated by Insects and birds. - Plants in this genus are notably susceptible to honey fungus.","Green, Yellow","Tap, Long Rhizome",Early Summer - Late Summer,Fall,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 9,"Wet, Moderate, Dry",5.6 - 8.4,"Insectory, Wildlife Food, Wildlife Habitat, Wildlife Habitat","Dye, Food, Food, Ornamental"
6976,Sweet Mountain Grape (Champin Grape),Vitis monticola,VIMO,Vine,33,33,18,All Year,"Vitis monticola is a Deciduous Climber up to 33 feet tall. RANGE: Southern N. America - S.W. Texas. - HABITAT: Rich damp woodland soils. Stream bottoms and limestone areas. Grows best in a calcareous soil. Succeeds in sun or partial shade though a warm sunny position is required for the fruit to ripen. The fruit is about 1/2 inch in diameter, small-large, thin-skinned with a tender juicy sweet pulp, and is borne in bunches. Commonly black when completely ripe. But also reddish forms. Plants climb by means of tendrils. Any pruning should be carried out in winter when the plants are dormant otherwise they bleed profusely. PROPAGATION: Seeds, Cuttings, Layering. POLLINATORS: Insects. The species is hermaphrodite (has both male and female organs). The species is an important one to the worldwide grape-growing industry because it's especially drought tolerant. Thus it's much used by viticulturists to impart drought resistance to hybrid and grafted stock. Plants in this genus are notably susceptible to honey fungus. Vitis monticola is the only Vitis species that is truly drought tolerant and grows on pure limestone on mesquite and juniper in central Texas.","Green, Yellow","Tap, Long Rhizome",Early Summer - Late Summer,Fall,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 10,"Wet, Moderate, Dry",5.6 - 8.4,"Erosion Control, Wildlife Food, Wildlife Food, Wildlife Habitat","Dye, Food, Food, Ornamental"
2242,American Hogpeanut,Amphicarpaea bracteata,AMBR,Vine,96,36,16,Summer,"Tubular, pink-white flowers in August-September. This plant grows from a seed, producing a twining, branched stem that can grow up to 5 feet long during the growing season from a slender tap root. Without tendrils, it climbs by coiling the apical portion of the stem around other plant stems. American hog-peanut produces two types of flowers. The flowers on the upper branches look like typical pea flowers, hanging in loose pendant clusters (racemes) from leaf axils in August and September. The flowers are about ½ inch long with four slightly asymmetric fused pale green sepals. The five elongate petals may be white, pale pink, lilac or pale purple. The flowers open before fertilization and are usually cross-pollinated (chasmogamy). The flowers are followed by flat, oblong spotted pods that are pointed at both ends and usually contain three or four seeds. The flowers that occur on the lower, lateral branches are inconspicuous, lack petals and do not open (the term for flowers that are self-fertilized without opening is cleistogamous). The ground level stolons search for crevices in the soil where they produce the flowers that rest on or under the ground. These are followed by a single",Pink,"Tap, Rhizome",Late Summer - Early Fall,Fall,Medium,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 10,Moderate,5.0 - 8.0,"Erosion Control, Groundcover, Insectory, Nitrogen Fixer, Nitrogen Fixer, Soil Builder, Wildlife Food","Food, Food, Food, Medicine"
2234,English Ivy,Hedera helix,HEHE,Vine,45,15,12,,,,Fibrous Shallow,,,,Prostrate,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 9,Moderate,5.1 - 7.8,"Air Cleaner, Erosion Control, Insecticide, Insectory, Soil Builder, Wildlife Habitat",
2929,Malabar Spinach,Basella alba,BAAL,Vine,394,40,8,All Year,"Best on trellises, but can be trained as a bush. Likes fertile, well-drained soil. Often grown as an annual. Grows faster and more vigorously in hot, sunny weather. Flowering makes leaves more bitter - water frequently to prevent flowering. Due to easy adaptation to a variety of soils and climates Basella alba is considered one of the best tropical spinach throughout the tropical world Basella alba is one of the wild leafy vegetables, which is rare in its natural habitat but . nowadays it is an important leafy vegetable grown for its nutritive value throughout the temperate regions as an annual and the tropics as a perennial. Malabar spinach is highly resistant to insect and disease, with no known serious threats. for harvest in less than two months. Removing tips of seedlings at 5-6 leaf stage promotes lateral branching. First harvest of 8-12 inches of tender tips and leaves can be done 30-45 days after planting, or about 50 days after seeding. Subsequent harvest can be done every 2-5 days. At the end of summer, when days get shorter, plants bear small white (green variety) or light pink (red variety) colored bisexual flowers on short spikes in leaf axils, quickly followed by pur","Pink, Red, White",Fibrous Deep,Summer - Fall,Fall - Winter,Coarse,Vine,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 13,"Wet, Moderate",5.5 - 7.0,Groundcover,"Dye, Dye, Dye, Food, Food, Medicine, Medicine, Medicine, Medicine, Ornamental, Ornamental"
6901,Marsh Pea (Marsh Vetchling),Lathyrus palustris,LAPA,Vine,48,6,3,Spring-Summer,Other common names include marsh vetchling and slenderstem pea-vine. Has circumboreal distribution. Vegetative colonies can develop in optimal conditions. Plants will sprawl in the absence of a support structure.,"Blue, Pink, Purple","Rhizome, Fibrous Shallow",Late Spring - Summer,Summer - ?,Fine,Climbing,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,"Wet, Moderate",5.5 - 7.5,"Domestic Animal Forage, Insectory, Nitrogen Fixer","Aromatics/Fragrance, Food, Ornamental"
3223,"Philodendron, Heart Leaf",Philodendron hederaceum,PHHE,Vine,20,6,0,All Year,Also known by P. scandens and P. oxycardium. Hemiepiphytic. Easily propagated with stem cuttings. Flowers periodically throughout the year. Humidity may increase growth rate. Produces aerial roots.,"Green, White",Fibrous Shallow,,,Medium,Vine,Moderate,Minor,Minor,"Partial_Shade, Shade",11 -- 12,"Wet, Moderate",6.1 - 7.5,"Air Cleaner, Groundcover","Container Garden, Hanging Basket"
8079,Pipal (Sacred Fig Tree),Ficus religiosa,FIRE,Vine,100,100,60,All Year,"When seeds are dropped on other trees, they germinate. The seedlings rely on the host plant only for anchorage as F. religiosa does not parasitize on other plants. They derive their nutrition from the air and rainfall, until the roots reach the ground. The leaves of this tree move continuously even when the air around is still and no perceptible wind is blowing. This phenomenon can be explained due to the long leaf stalk and the broad leaf structure.",,"Rhizome, Long Rhizome",Winter,Spring,Coarse,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10 -- 12,,5.5 - 7.0,"Domestic Animal Forage, Insectory, Wildlife Food, Wildlife Habitat","Container Garden, Dye, Medicine, Oil, Wax, Resin or Polish, Ornamental, Wood"
3903,Shatavari (Bottlebrush Asparagus),Asparagus racemosus,ASRA,Vine,79,36,8,Summer,"Asparagus racemosus (satavar, shatavari, or shatamull, shatawari) is a species of asparagus common throughout India and the Himalayas. and northern Australia. It grows 1–2 m (3 ft 3 in–6 ft 7 in) tall and prefers to take root in gravelly, rocky soils high up in piedmont plains, at 1,300–1,400 m (4,300–4,600 ft) elevation. Because of its multiple uses, the demand for Asparagus racemosus is constantly on the rise. Due to destructive harvesting, combined with habitat destruction, and deforestation, the plant is now considered ""endangered"" in its natural habitat. The plants can be successfully grown in a variety of soils, but it prefers sandy well drained soil. They can be propagated by seeds and divisions of rhizomatous disc. Seedling should be planted preferably on ridges, 60 in to 60 cm apart. Harvesting is recommended 40 months after plantation.","Green, White","Fibrous Shallow, Tuber",Summer,Fall,Fine,Vine,Moderate,Minor,Minor,Full_Sun,3 -- 4,"Moderate, Dry",6.0 - 8.0,"Insectory, Wildlife Food","Food, Food, Medicine, Medicine, Medicine, Soap"
7979,Caucasian Spinach,Hablitzia tamnoides,HATA,Vine,144,48,8,Summer,Hablitzia seeds need a period of cold to germinate. Sow outside in a cold frame over the winter or sow in spring and place in the fridge for 10 days to trigger germination. May also be propagated by division of two year old root crowns.,Green,"Tuber, Tap",Summer - Late Summer,Summer - Fall,Coarse,Vine,Moderate,Minor,Minor,"Partial_Shade, Shade",5 -- 8,Moderate,0.0 - 0.0,Groundcover,"Food, Ornamental"
8139,Stauntonia,Stauntonia obovatifoliola,STOB,Vine,20,2,12,All Year,"S. obovatifoliola is a vigorous climber with leaves composed mostly of between three and seven leathery, elliptic leaflets, and axillary racemes of fragrant, dull pink flowers 2cm in length, sometimes followed by ovoid purplish fruits to 5cm in length. This vine grows in coastal evergreen forests or forest edges. Best grown in a sheltered site out of cold winds in a fertile soil that can retain some moisture. Closely related to and similar in habit to Holboellia. Hand pollination may improve fruit set. Propagation by seed. Sow early spring in a greenhouse. The seed can take 18 months to germinate. Prick out the seedlings into individual pots once they are large enough to handle and grow them on in the greenhouse for at least their first winter. Plant them out into their permanent positions in early summer and consider giving them some protection from the cold for their first winter or two outdoors.","White, Yellow",Rhizome,Early Spring - Late Spring,Summer - Fall,Medium,Climbing,Moderate,Minor,Minor,"Full_Sun, Partial_Shade, Shade",9 -- 10,Moderate,5.5 - 6.5,Wildlife Food,"Aromatics/Fragrance, Fiber, Food, Medicine, Medicine, Medicine, Ornamental"
2250,Tuberous Sweetpea,Lathyrus tuberosus,LATU,Vine,48,6,10,Summer,"A climbing plant that can be slightly invasive. Slugs are fond of this plant. L. tuberosus was being cultivated in gardens by 1596, but it is a common cornfield weed in Europe and may have been introduced before this date as a seed contaminant. It was first recorded in the wild in 1708. It is also introduced with chicken food and is probably dispersed by birds.","Pink, Purple","Tuber, Long Rhizome",Late Spring - Summer,,Fine,Vine,Moderate,Medium,Minor,"Full_Sun, Partial_Shade",3 -- 8,Moderate,4.8 - 7.5,"Insectory, Nitrogen Fixer","Aromatics/Fragrance, Food, Ornamental"
2925,Vanilla,Vanilla planifolia,VAPL,Vine,300,72,10,All Year,"Plants are vegetatively propagated from stem cuttings. Vine sections with 6 or more nodes are stuck into loose soil, with the lower two nodes buried, and the remainder exposed and placed near a support. Roots growing from each node will attach to the pole or other tree as growth resumes. Needs organically rich and well drained soil. Flowers once mature. Has to be hand pollinated to produce fruit outside of Mexico. May grow up to 15m in a non-cultivated habitat. Adventitious/aerial roots. Best to propagate by stem cuttings. Mulch well. The pendulous, fleshy, nearly cylindrical elongate pods – called beans, and resembling big green beans – are filled with thousands of tiny black seeds. Typically 4-8 pods are allowed to develop from each inflorescence. The pods are harvested when fully grown but not ripe (when the tips become yellow), about 8-9 months after flowering. These fresh vanilla pods do not have any taste because the vanillin is bound as a glycoside and must be released by enzymatic reaction. To accomplish this, the beans are processed by a variety of methods, including heating in the sun, ovens or hot water, or freezing, then are then held under hot and humid conditions (1","Green, Yellow","Rhizome, Stolon",Spring - Early Summer,,Coarse,Vine,Moderate,Minor,Medium,"Partial_Shade, Shade",11 -- 12,Moderate,5.5 - 7.0,"Insectory, Insectory","Aromatics/Fragrance, Container Garden, Essential Oil, Food, Medicine, Ornamental"
2539,American Vetch (Purple Vetch),Vicia americana,VIAM,Vine,36,20,10,Spring-Summer,"American vetch is a native rhizomatous, single-stemmed, climbing perennial forb that measurers up to 16 inches tall. The 8 to 16 leaflets are broadly elliptical to linear measuring 0.4 to 1.5 inches in length. The lower stipules are deeply lacerated, often appearing star-like American vetch is widely distributed west of the Mississippi River, in the northeastern United States, Alaska, and parts of Canada Found in fields, thickets and open woods. American vetch grows in a wide variety of habitats. It is typically found in moist areas, including swampy woods, mixed forests, sheltered canyons, and clearings, but can also be found in arid locations on hilltops or valley badlands. The inflorescence is a raceme with up to 10 purple flowers approximately 0.5 to 1.5 inches long. Flowering occurs from May to August with the seeds maturing around one month after pollination. American vetch has a moderate to deeply-branched taproot which reaches a maximum depth of 40 inches. The deep tap root allows for the plant to exhibit characteristics of severe drought tolerance.",Purple,"Tap, Short Rhizome",Late Spring - Early Summer,Summer,Medium,Spreading,Moderate,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 9,"Moderate, Dry",5.9 - 7.2,"Domestic Animal Forage, Dynamic Accumulator, Erosion Control, Groundcover, Insectory, Nitrogen Fixer, Reclamator, Wildlife Food, Wildlife Food","Fiber, Food, Food, Medicine, Medicine, Medicine, Ornamental, Soap"
