Id,Name,Scientific name,Binomial,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop
3195,Asthma Weed,Euphorbia hirta,EUHI,Annual,12,12,0,,"Monoecious, pollinated by insects. Best in well-drained soils.","Green, Purple",Tap,Winter - Fall,,Medium,Prostrate,Fast,Medium,Medium,Full_Sun,9 -- 11,Moderate,6.1 - 7.8,"Domestic Animal Forage, Insecticide, Insectory","Food, Medicine"
7422,Baby Blue Eyes,Nemophila menziesii,NEME,Annual,6,15,4,Spring-Summer,"Best in fertile well-draining soils and prefers partial shade. This species contains 3 recognized subspeces. Easily grown by seed; doesn't transplant well. Deadhead to prolong flowering and pinch to produce bushier growth. Self-sowing in mulch-free environments. This is an annual that grows best in cool summer climates where nighttime temperatures consistently dip below 65 degrees F. In hot summer climates with cold winters, sow seed indoors 6-8 weeks before last spring frost date for bloom from spring until the heat of summer arrives. In hot climates with mild winters (USDA Zones 8-10), sow seed in late summer and late fall for winter to spring bloom. Plants will self seed in the garden in optimum conditions.","Blue, White",Fibrous Shallow,Late Winter - Early Summer,Summer - Fall,,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade",7 -- 11,"Wet, Moderate, Dry",5.5 - 8.0,"Domestic Animal Forage, Groundcover, Insectory, Insectory","Container Garden, Container Garden, Hanging Basket, Ornamental, Ornamental"
3433,Moldavian Balm (Badarshoo),Dracocephalum moldavica,DRMO,Annual,18,24,6,Spring-Summer,"This is a superior lemon scented tea herb that can be started by direct seeding in the garden. Easy germination, fast growth, and mintily tasty leaves typify this old time plant. Traditional usage (TWM): common cold. Plant prefers full sun to part shade, water, average soil. Propagation: Seed - sow early spring in situ. Pinch back the shoot tips in May in order to encourage bushy growth.","Blue, Purple, White",Fibrous Shallow,Early Summer - Late Summer,Summer - Fall,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10 -- 12,Moderate,6.0 - 8.0,"Insecticide, Insectory","Food, Medicine, Medicine, Medicine, Oil, Wax, Resin or Polish, Ornamental, Soap"
3488,Himalayan Balsam (Custodian Helmet),Impatiens glandulifera,IMGL,Annual,60,36,6,Spring-Summer,". glandulifera is a tall glabrous annual reaching 50 to 250 cm in height. It is now Europe’s tallest annual species. Its stems can be 0.5 to 5 cm in diameter and are sometimes branched in the upper part. Roots are up to 15 cm deep, the plants often forming numerous adventitious roots from the lower nodes. In Europe, I. glandulifera is predominantly a weed of riparian systems where it can form dense monocultures along river banks. I. glandulifera is also found in damp natural woodland, where it can attain is maximum known height (up to 3m), in addition the plant is found in forest plantations, forest clearings, railway embankments, waste ground, urban areas, roadside ditches and wet meadows. This plant has seed capsules that spring open forcibly as the seed ripens to eject the seed a considerable distance. The capsules are sensitive to touch even before the seed is ripe, making seed collection difficult.","Pink, Purple, White","Tap, Short Rhizome",Early Summer - Late Summer,Summer - Fall,Medium,Upright,Fast,,,"Full_Sun, Partial_Shade",11 -- 12,"Wet, Moderate",6.1 - 7.8,"Domestic Animal Forage, Insectory","Food, Food, Medicine, Oil, Wax, Resin or Polish"
1985,Barley,Hordeum vulgare,HOVU,Annual,48,12,72,Summer,"Barley can be grown further north and produce more biomass than any other cereal crop. Barley is an ubiquitous cereal and can grow in a wide range of climates. Barley forage is mostly used in North America, Europe and the Mediterranean area. Barley forage is better suited to cooler, drier areas than other small grain cereals. Barley is best adapted to rich, well-drained, loamy soils and should not be planted on poor, sandy or wet soil. It prefers a soil pH above 6. Barley can withstand moderate droughts and does well on alkaline and saline soils. It is less winter hardy than wheat or rye. Barley is sensitive to rust and disease: it should not be sown in milder climates or too early during autumn. Barley forage can be sown as the sole crop or in mixture with a legume such as vetch, pea, berseem (Trifolium alexandrinum) or Persian clover (Trifolium resupinatum). Intercropping is effective for reducing diseases, suppressing weeds and capturing a greater share of available resources: intercropped barley-legumes have a higher total yield than barley or legume as a sole cropal. Intercropping barley with a legume improves the nutritive value by increasing the DM and protein content of th",Green,Fibrous Deep,Spring - Early Summer,Summer,Medium,Upright,Fast,Medium,Medium,Full_Sun,2 -- 9,"Moderate, Dry",6.0 - 8.0,"Domestic Animal Forage, Dynamic Accumulator, Erosion Control, Fungicide, Groundcover, Insectory, Nitrogen Scavenger, Nurse, Nurse, Reclamator, Soil Builder","Biomass, Fiber, Food, Medicine"
2048,Basil,Ocimum basilicum,OCBA,Annual,18,12,4,Summer,Spires of small purple flowers,"Pink, Purple, White","Fibrous Shallow, Short Rhizome",Summer - Late Summer,,Medium,Upright,Fast,Minor,Medium,Full_Sun,2 -- 9,Moderate,0.0 - 0.0,Aromatic Pest Confuser,"Container Garden, Essential Oil, Food, Insect Repellent, Medicine"
2201,Bush Bean,Phaseolus vulgaris (bush),PHVU,Annual,12,12,0,Summer,White flower,,Fibrous Deep,,,Medium,Upright,Fast,Minor,Minor,Full_Sun,2 -- 9,"Moderate, Dry",5.5 - 6.5,"Fungicide, Nitrogen Fixer",
1995,Faba (Broad) Bean,Vicia faba,VIFA,Annual,72,5,0,Summer,"Flowers are large, white with dark purple markings",White,Tap,Early Summer - Summer,,Medium,Climbing,Fast,Major,Major,Full_Sun,2 -- 9,Moderate,4.5 - 8.3,"Nitrogen Fixer, Soil Cultivator","Fiber, Food, Soap"
2200,Pole Bean,Phaseolus vulgaris (pole),PHVU,Annual,72,12,0,Summer,White flower,,Fibrous Deep,,,Medium,Vine,Fast,Minor,Minor,Full_Sun,2 -- 9,"Moderate, Dry",5.5 - 6.5,"Fungicide, Nitrogen Fixer",
7006,Velvet Bean,Mucuna pruriens,MUPR,Annual,160,160,0,Spring-Fall,"Can grow to 18m (60ft) in length on a support structure or along the ground. Sometimes biennial. Some cultivars have been developed that are more tolerant of temperate climates. Needs well-drained soils, tolerant of nutrient-poor soils. Contact with seeds can cause itchiness in wild forms (var. pruriens) but not cultivated forms (var. utilis).","Purple, Red, White",Fibrous Shallow,Early Summer - ?,Summer - ?,Medium,Vine,Fast,Minor,Minor,Full_Sun,8 -- 11,Moderate,4.5 - 7.0,"Domestic Animal Forage, Erosion Control, Groundcover, Insecticide, Nitrogen Fixer, Reclamator, Soil Builder, Soil Cultivator","Compost, Food, Medicine, Ornamental"
8742,Basil Beebalm,Monarda clinopodioides,MOCL,Annual,12,48,8,Spring-Summer,"Monarda clinopodioides, common name Basil Beebalm, is an annual herb species native to Kansas, Oklahoma, Louisiana & Texas. - Basil Beebalm is native to the eastern and midwestern United States, but enters New England only as an introduced species. It is popularly grown in gardens as a native wildflower & may escape cultivation into disturbed areas. HABITAT: Anthropogenic (man-made or disturbed habitats), sandy soils of prairies and pastures, occasionally on granite in meadows, fields, grassy flats and grassy areas in open woodlands. - ELEVATION: Up to 4,000 feet. - PROPAGATION: Seeds (Yellow-brown to brown, with short, nipplelike point at top Stem cuttings. Root divisions. The fruit is dry but does not split open when ripe. - Flower bisexual, bilateral - The genus Monarda gets its name from the Spanish botanist, physician, and explorer Nicholas Monardes (1512-1588), who wrote one of the seminal European works on American plants. Resistant to deer. Spreads rapidly by underground stolons. Once the flower fades & the petals drop off, a brown seed head develops. It is best to allow the seed heads to dry on the plant & then collect the seeds.","Pink, Purple, Red, White, Yellow","Rhizome, Fibrous Shallow",Late Spring - Early Summer,Summer - Fall,Fine,Upright,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 10,Moderate,5.1 - 8.0,"Insectory, Insectory, Wildlife Food, Wildlife Habitat","Aromatics/Fragrance, Cut Flower, Essential Oil, Food, Medicine, Medicine, Medicine"
2060,Beet,Beta vulgaris craca,BEVU,Annual,12,6,,Summer,"The beetroot is widely cultivated, especially in temperate zones, for its edible root. There are two basic forms, those with rounded roots and those with elongated roots with many named varieties of each form.",,Tap,Early Summer - Early Fall,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 9,Moderate,6.0 - 6.8,Dynamic Accumulator,"Food, Medicine"
3157,"Hairy Beggar's Ticks (Spanish Needle,Bur Marigold)",Bidens pilosa,BIPI,Annual,40,30,6,,"Flowers year round. Self-fertile, cross-pollinated by insects. Fruits have burrs that cling to people and animals for dispersal. Morphology very variable. 4-5 successive plantings are possible per year. A pantropical weed, where it can be found at elevations up to 3,600 metres. It prefers temperatures above 15°c and below 45°c, but is tolerant to frosts and has roots capable of withstanding and regenerating after temperatures as low as -15°c. Succeeds in any moderately fertile moisture-retentive soil in full sun. Plants can grow in a vast range of habitats ranging from moist soil, sand, lime rock, or dry, infertile soil Plants are tolerant of a pH range from 4 - 9 and also highly saline soils. Plants can tolerate severe droughts. A fast-growing plant, flowering starts 6 weeks after emergence and continues until plant senescence 2 - 3 months later. The plants are ready for harvesting within 4 - 6 weeks of emergence, before seed setting. Harvesting is done by hand picking, cutting or uprooting. If the plants are topped, a second harvest can follow after 2 weeks. Up to 6 harvests are possible. There may be 4 or 5 successive plantings within a year. If it is grown for harvesting the l","Pink, White, Yellow","Tap, Short Rhizome",Early Summer - Fall,Summer - Fall,Medium,Upright,Fast,Minor,Minor,Full_Sun,10 -- 13,Moderate,4.0 - 9.0,"Domestic Animal Forage, Insecticide, Insectory","Dye, Fiber, Food, Food, Medicine, Medicine, Ornamental"
2504,Nodding Beggar's Ticks (Nodding Bur-Marigold),Bidens cernua,BICE,Annual,36,12,8,Summer-Fall,Another name for beggarticks is stick-tights. Walking through a stand of these plants in late summer or autumn results in numerous barbed nutlets adhering to clothing.,Yellow,Fibrous Shallow,Late Summer - Early Fall,,,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 9,"Wet, Moderate",5.1 - 7.0,"Insectory, Wildlife Food",Medicine
2628,Tuberous Begonia,Begonia tuberhybrida,BETU,Annual,24,18,6,Summer-Fall,,"Orange, Pink, Red, White, Yellow",Tuber,Summer - Early Fall,,Medium,Irregular,Fast,Minor,Medium,"Partial_Shade, Shade",2 -- 9,Moderate,5.5 - 8.0,,"Container Garden, Food"
3544,Wild Black Cumin (Horse Black Cumin),Nigella arvensis,NIAR,Annual,14,12,4,Summer-Fall,"Distribution: Mediterranean Woodlands and Shrublands, Semi-steppe shrublands, Shrub-steppes. Nigella is probably native to western Asia where it grows both wild and cultivated. Nigella seeds are self-sowing if the seed pods are left to mature. Suitable for town, city or coastal gardens, in beds and borders. Ideal as an infill between other plantings.","Blue, White","Fibrous Shallow, Rhizome",Early Summer - Late Summer,Summer - Fall,Fine,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10 -- 12,"Moderate, Dry",5.5 - 7.0,Insectory,"Aromatics/Fragrance, Dried Flower, Essential Oil, Food, Food, Insect Repellent, Medicine, Medicine, Medicine, Ornamental"
1975,Black Medic,Medicago lupulina,MELU,Annual,24,12,48,Summer,"Yellow flowers; black, coiled pods. a common, prostrate broadleaf weed that is found throughout the US and Southern Canada. Native to Europe and temperate Asia, this member of the legume family (Fabaceae) has a few other common names including yellow trefoil, black clover and hop medic. Its is most often found as a weed in in dry, sunny areas in turf and waste ground, such as along roadsides and railroads, but it can be a nuisance in gardens and fi elds as well. Black medic can be an indication of low soil nitrogen in lawns as it outcompetes weak grass. Black medic and white clover grow in similar sites and are often found growing together in turf.",Yellow,"Tap, Rhizome",Early Summer - Summer,Summer - Fall,Medium,Upright,Fast,Minor,Minor,Full_Sun,2 -- 9,"Moderate, Dry",6.0 - 7.5,"Domestic Animal Forage, Dynamic Accumulator, Erosion Control, Groundcover, Nitrogen Fixer, Nurse",Food
2468,Black-Eyed Susan Vine,Thunbergia alata,THAL,Annual,120,6,,Summer,"Very fast growing vine has vibrant orange, yellow and white flowers which contrast brilliantly with the solid black 'eyes.'","Orange, White, Yellow",,Early Summer - Early Fall,,Medium,Trailing,Fast,Minor,Minor,Full_Sun,2 -- 9,"Moderate, Dry",,,Hanging Basket
7501,Gordon's Bladderpod,Physaria gordonii (Lesquerella gordonii),PHGO,Annual,16,36,0,Spring-Summer,"Stems are trailing or erect. Can be an annual, biennial, or short-lived perennial.",Yellow,Tap,Late Winter - Summer,Summer - ?,Medium,Prostrate,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,"Moderate, Dry",7.5 - 8.5,"Domestic Animal Forage, Groundcover, Wildlife Food",Ornamental
2063,Borage,Borago officinalis,BOOF,Annual,24,18,10,Summer,"Blue to purple flowers appear throughout the season. No mycorrhizal associations. Easily grown in average, dry to medium moisture, well-drained soils in full sun to light shade. Tolerates poor soils and drought. It is an annual, but readily self-seeds","Blue, Purple, White",Tap,Early Summer - Late Summer,Summer - Fall,Coarse,Mound,Fast,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 11,Moderate,4.5 - 8.3,"Dynamic Accumulator, Insectory, Mulch Maker","Container Garden, Food, Medicine, Medicine, Oil, Wax, Resin or Polish"
2222,Broccoli,Brassica oleracea italica,BROL,Annual,30,24,6,Summer,Broccoli is a hardy vegetable of the cabbage family that is high in vitamins A and D. It develops best during cool seasons of the year.,Yellow,Tap,Late Spring - Late Summer,,,Upright,Fast,Medium,Minor,"Full_Sun, Partial_Shade",2 -- 9,Moderate,7.0 - 8.0,Insecticide,"Food, Medicine"
2578,Brussels Sprouts,Brassica oleracea gemnifera,BROL,Annual,36,24,5,Summer,"Brussels sprouts need a long cool growing season, and can withstand hard frosts and even snow. Crop rotation every 2-4 years for Brussels sprouts and other members of the Brassicaceae (aka Cruciferae or crucifer) family is recommended.",Yellow,Fibrous Shallow,,,,Upright,Fast,Medium,Medium,Full_Sun,2 -- 9,Moderate,6.0 - 8.0,,Food
1983,Buckwheat,Eriogonum Michx,ERMI,Annual,36,12,10,Spring,Buckwheat is an affective phosphorus scavenger,,Fibrous Shallow,,,,Upright,Fast,Minor,Minor,Full_Sun,2 -- 9,Moderate,6.0 - 7.0,"Chemical Barrier, Dynamic Accumulator, Groundcover, Insectory, Nurse, Soil Cultivator",Food
3531,"Toothed Bur-Clover (Burr-medic, Toothed Medic)",Medicago polymorpha,MEPO,Annual,20,20,6,Spring-Summer,"M. polymorpha is an annual or sometimes a biennial plant, reproducing entirely by seed. Depending on the climatic zone in which plants originate, they can be obligatory or facultative long-day plants. Bur clover (Medicago polymorpha L.) is a Mediterranean winter and annual clover. It is fast-growing, easily reseeds, an annual sprawling legume. Its stems are weak and reach a length of 60-75 cm. They often root from the nodes. In thick stands, the stems may become erect, reaching to a height of 60 cm. The root system has a tap root that is difficult to pull out when established. Improves soils and provides good quality forage to grazing livestock.",Yellow,"Tap, Fibrous Shallow",Late Spring - Fall,Summer - Fall,Medium,Matlike,Fast,Medium,Medium,"Full_Sun, Partial_Shade, Shade",10 -- 12,"Moderate, Dry",4.7 - 8.0,"Domestic Animal Forage, Erosion Control, Insectory, Nitrogen Fixer, Nitrogen Scavenger, Soil Builder",Food
2074,Cabbage,Brassica oleracea capitata,BROL,Annual,12,16,,Summer,Flowers from May to August,,Fibrous Shallow,,,Medium,Rounded,Fast,Medium,Medium,"Full_Sun, Partial_Shade",2 -- 9,Moderate,6.0 - 7.0,,"Container Garden, Food, Medicine"
2590,Chinese (Napa) Cabbage,Brassica campestris pekinensis,BRCA,Annual,12,12,12,Spring,"Bright, light green, curly and ruffled leaves.",Yellow,Tap,Spring - Late Spring,,,Rosette,Fast,Minor,Minor,Full_Sun,2 -- 9,Moderate,5.0 - 8.0,,Food
2003,Caraway,Carum carvi,CACA,Annual,18,10,,Summer,Pink to white flowers June to July,"Pink, White",Tuber,Early Summer - Summer,,Fine,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,Moderate,4.8 - 7.6,"Groundcover, Insectory, Soil Cultivator","Essential Oil, Food, Medicine"
2077,Carrot,Daucus carota sativus,DACA,Annual,12,6,0,Spring,,,Tap,,Spring - Summer,Fine,Upright,Fast,Minor,Minor,Full_Sun,2 -- 9,Moderate,6.1 - 8.5,,"Dye, Essential Oil, Food, Medicine"
3379,Golden Cassia (Partridge Pea),Chamaecrista fasciculata,CHFA,Annual,39,36,6,Summer,"Succeeds in most well-drained soils but prefers an open sandy loam in a sunny sheltered position[1, 200]. Established plants are drought tolerant[200]. Succeeds in light shade, but the plant is much less vigorous when grown in dry shade. Young plants should be mulched each winter until they are well established. This species has a symbiotic relationship with certain soil bacteria, these bacteria form nodules on the roots and fix atmospheric nitrogen. Some of this nitrogen is utilized by the growing plant but some can also be used by other plants growing nearby. The feathery green leaves fold together when touched and in the evening as darkness approaches. Partridge pea is an excellent plant to use in disturbed areas as it tends to establish quickly. It is a prolific self-seeder and is also fairly salt tolerant. Partridge pea is easily propagated by seed. Collect seed pods in the fall once they have turned brown and are falling from the plant. It is also a nitrogen-fixer, so it may improve and enrich soils, allowing for the introduction of more demanding plants into your landscape. Partridge pea is favored by frequent fire. Both on-site, fire-scarified seeds and off-site seeds are",Yellow,"Tap, Fibrous Shallow",Late Spring - Early Summer,Summer - Fall,Fine,Irregular,Fast,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,"Moderate, Dry",6.1 - 7.8,"Erosion Control, Erosion Control, Insectory, Insectory, Insectory, Insectory, Reclamator, Reclamator, Wildlife Food, Wildlife Food, Wildlife Habitat, Wildlife Habitat","Medicine, Ornamental"
3627,Charota (Stinking Cassia),Senna tora,SETO,Annual,60,48,12,Summer-Fall,"A weed of disturbed sites, waste areas, roadsides, waterways, plantation crops and pastures in wetter tropical and sub-tropical environments. Sickle senna is an annual to perennial plant with stems that can become more or less woody; it can grow up to 2 metres tall. Propagation: Seed - pre-soaking for 12 hours in warm water, or abrading the seed with sand can improve germination rates and reduce germination time. This species gives off a foul odor when damaged. It occurs abundantly in open pastures and in pastures under coconuts, and is very common on roadsides and wasteland. It tolerates fairly low soil fertilities and moisture levels, but grows tallest where conditions are better, when it may form solid stands to the exclusion of all other plants.",Yellow,"Tap, Rhizome",Spring - Late Spring,Summer,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10 -- 12,"Wet, Moderate",5.0 - 7.8,"Domestic Animal Forage, Fungicide, Insecticide, Insectory, Reclamator, Soil Builder",", Dye, Food, Medicine, Medicine, Medicine, Medicine"
2213,Cauliflower,Brassica oleracea botrytis,BROL,Annual,10,24,4,Summer,Cauliflower is a cool-season vegetable and is more difficult to grow than other members of the cabbage family.,,Tap,Late Spring - Late Summer,,Medium,Mound,Fast,Medium,Medium,"Full_Sun, Partial_Shade",2 -- 9,Moderate,6.0 - 7.0,Insecticide,Food
2209,Chard,Beta vulgaris cicla,BEVU,Annual,8,12,4,Summer,"Chard is a beet that has been chosen for leaf production at the expense of storage root formation. It produces fresh white, yellow or red leaf stalks, and is an attractive ornamental that adds color to the vegetable garden.",,Tap,,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 9,Moderate,6.0 - 8.0,Mulch Maker,"Food, Medicine"
3119,Chickpea ( Garbonzo Bean),Cicer arietinum,CIAR,Annual,40,45,40,Spring-Summer,"Chickpeas grow best in well-drained soils. There to are two main types of cultivated chickpeas based on seed morphology, desi and kabuli. The desi type of chickpea consists of seeds with a yellow interior but have a thick, wrinkled and dark seed coat, the seeds are approximately 6 to 7 mm in size. The majority of desi chickpeas are split in half to make Chana Dahl. Whereas, the kabuli type of chickpea are lighter in color, have a smooth seed coat and about 8 to 9 mm in size. The kabuli type of chickpeas are the most common type found in America.","Purple, White","Tap, Fibrous Shallow",Spring - Summer,Summer - Fall,Medium,Mound,Fast,Major,Medium,Full_Sun,9 -- 12,"Moderate, Dry",5.5 - 8.6,"Domestic Animal Forage, Domestic Animal Forage, Nitrogen Fixer, Reclamator","Biomass, Dye, Fiber, Food, Medicine, Medicine, Oil, Wax, Resin or Polish"
3647,Chickweed,Stellaria media,STME,Annual,5,20,0,Summer-Fall,"""A very easily grown plant, it prefers a moist soil and a position in full sun or partial shade[52, 238]. It can be very lush and vigorous when grown in a fertile soil[1], but in infertile soils it will flower and set seed whilst still very small. A very common garden weed, chickweed grows, flowers and sets seed all year round. The flowers open around 9 o'clock in the morning and remain open for about 12 hours[4]. They do not open in dull weather[4]. The leaves fold up of a night time, enfolding and protecting the tender buds of new shoots[4]. A food plant for the caterpillars of many butterfly species.""",White,,Early Summer - Early Winter,Summer - Fall,Coarse,,Slow,,,"Full_Sun, Partial_Shade",3 -- 10,Moderate,6.0 - 6.8,Insectory,"Medicine, Medicine"
