Id,Name,Scientific name,Binomial,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop
118,Downy Arrowwood (Rafinesque's Arrow-wood),Viburnum rafinesquianum,VIRA,Deciduous Shrub,12,12,14,Spring-Fall,"One of the smallest native viburnums, a carefree and underutilized species. Shrub has multiple straight stems in a loose habit. Leaves are quite small, about half the size of Arrowwood Viburnum. A heavy bloomer in May, with showy flat-topped clusters of fragrant, white flowers, followed by black to dark blue berries in mid-summer when little other fruit is available for birds. Foliage turns colorful reds and purples in fall. Prefers dry conditions and is drought tolerant once established; however tolerates full sun only if soil is consistently moist. Native to rocky woods, forest edges, old fields, and dry slopes and banks. Use as an informal hedge or in a shrub border. Fruit is not edible to humans.",White,"Rhizome, Long Rhizome",Spring - Late Spring,Summer,Medium,Globe,Slow,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 5,"Wet, Moderate, Dry",4.5 - 8.0,"Domestic Animal Forage, Insectory, Wildlife Food, Wildlife Food, Wildlife Habitat","Aromatics/Fragrance, Ornamental, Ornamental, Wood"
2247,Autumn Olive,Elaeagnus umbellata,ELUM,Deciduous Shrub,12,20,18,Summer-Fall,"Flowers May-June; red fruits in August. Autumn-olive seed germination is enhanced by a period of cold stratification. Fowler and Fowler determined germination rates for unstratified seeds were significantly (p<0.05) lower than those receiving 8 or more weeks of cold stratification at 41 degrees Fahrenheit (5 °C). Optimal conditions for autumn-olive germination were 16-20 weeks of cold stratification followed by 2 weeks of night/day temperatures of 50/62 degrees Fahrenheit. These conditions resulted in >90% germination. However, cold stratification is not a prerequisite for germination. Fowler and Fowler found 51% of unstratified seeds germinated after 10 weeks of night/day temperatures of 50/62 degrees Fahrenheit (10/20 °C). Jinks and Ciccarese found that >70% of seeds from their ""control"" group germinated after 8 weeks despite receiving no cold temperature treatment. It is probably most prolific on disturbed or ruderal sites. It appears that autumn-olive will sprout in response to damage from fire, indicating a single burn is probably not sufficient to eradicate it. Where appropriate, maintaining dense, frequently mowed grass or other dense native vegetation can help prevent",White,"Tap, Rhizome",Summer - Early Fall,Summer - Fall,Medium,Rounded,Fast,Minor,Minor,Full_Sun,5 -- 10,"Moderate, Dry",5.0 - 7.5,"Erosion Control, Erosion Control, Hedge, Insectory, Nitrogen Fixer, Nurse, Reclamator, Reclamator, Soil Builder, Wildlife Food, Wildlife Habitat, Windbreak","Food, Medicine, Medicine, Ornamental"
321,Golden Lights Azalea,Rhododendron 'Golden Lights',RHx,Deciduous Shrub,6,6,12,Spring,"University of Minnesota introduction from the Northern Lights series. More mildew resistant than most cultivars. Flower buds hardy to -30F (-34C). Best in organically rich, humusy, well-drained soils. The flowers are sterile.",Yellow,Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,Moderate,4.0 - 6.0,"Insectory, Wildlife Food","Aromatics/Fragrance, Ornamental"
2781,Lemon Lights Azalea,Rhododendron 'Lemon Lights',RHx,Deciduous Shrub,6,4,12,Spring,Hybrid selection from the University of Minnesota. Good resistance to powdery mildew.,Yellow,Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 7,Moderate,4.0 - 6.0,"Insectory, Wildlife Food",Ornamental
2782,Mandarin Lights Azalea,Rhododendron 'Mandarin Lights',RHx,Deciduous Shrub,5,4,12,Spring,"Part of the University of Minnesota's 'Northern Lights' cultivar series and particularly cold-tolerant. Best in organically rich, humusy, well-drained soils. The flowers are generally sterile.","Orange, Red",Fibrous Shallow,Late Spring - Early Summer,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,Moderate,4.0 - 6.0,Insectory,"Aromatics/Fragrance, Ornamental"
322,Northern Hi-Lights Azalea,Rhododendron 'Northern Hi-lights',RHx,Deciduous Shrub,4,5,12,Spring,"Part of the University of Minnesota's 'Northern Lights' cultivar series and particularly cold-tolerant. Best in organically rich, humusy, well-drained soils. The flowers are generally sterile. The dark foliage has some resistance to mildew.",White,Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,,4 -- 7,Moderate,4.0 - 6.0,"Hedge, Insectory","Aromatics/Fragrance, Ornamental"
323,Northern Lights Azalea,Rhododendron 'Northern Lights',RHx,Deciduous Shrub,8,8,12,Spring,"Part of the University of Minnesota's 'Northern Lights' cultivar series and particularly cold-tolerant. Best in organically rich, humusy, well-drained soils. The flowers are generally sterile.",Pink,Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 7,Moderate,4.0 - 6.0,Insectory,"Aromatics/Fragrance, Ornamental"
2783,Orchid Lights Azalea,Rhododendron 'Orchid Lights',RHx,Deciduous Shrub,3,3,12,Spring,"Part of the University of Minnesota's 'Northern Lights' cultivar series and particularly cold-tolerant. This is the most cold tolerant of the series, with buds that can withstand down to -45F (-42C). Best in organically rich, humusy, well-drained soils. The flowers are generally sterile. The dark foliage has some resistance to mildew.","Lavender, Purple",Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 7,Moderate,4.0 - 6.0,"Hedge, Insectory","Aromatics/Fragrance, Ornamental"
2784,Tri-Lights Azalea,Rhododendron 'Tri-Lights',RHx,Deciduous Shrub,4,6,12,Spring,"Part of the University of Minnesota's 'Northern Lights' cultivar series and particularly cold-tolerant. Best in organically rich, humusy, well-drained soils. The flowers are generally sterile.","Pink, White, Yellow",Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,Moderate,4.0 - 6.0,"Insectory, Wildlife Food","Aromatics/Fragrance, Ornamental"
2785,White Lights Azalea,Rhododendron 'White Lights',RHx,Deciduous Shrub,5,5,12,Spring,"Part of the University of Minnesota's 'Northern Lights' cultivar series and particularly cold-tolerant. Best in organically rich, humusy, well-drained soils. The flowers are generally sterile.",White,Fibrous Shallow,Spring - Late Spring,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,Moderate,4.0 - 6.0,Insectory,"Aromatics/Fragrance, Ornamental"
3928,Allegheny Barberry,Berberis canadensis,BECA,Deciduous Shrub,6,6,6,All Year,"It has spiny bright green leaves and reddish-brown stems with three-parted spines which distinguish it from other barberry species. erberis canadensis grows mainly on open, exposed hillside slopes in basic, neutral, or slightly acidic usually thin soils (over bedrock) that are well drained but are at least seasonally wet and seeping. Its preferred habitat has also been described as a rocky woods, as rocky bluffs, creek banks and roadsides, as dry woodlands and sandstone cliffs, or as “woods or glades, on rocky slopes and near rivers. Through most of its range it is considered to be a piedmont or mountain species. According to the Nature Conservancy, American barberry was formerly found in fire-maintained habitats which kept the canopy open, i.e., it was an inhabitant of savannas and open woodlands, and fire suppression has significantly restricted its habitat to sites with shallow soil (such as glades and cliffs) or areas with mowing or other canopy-clearing activities (such as powerline corridors, railroad/road rights-of-way and riverbanks). American barberry is one of the few native shrubs that is not vulnerable to the effects of black walnut toxicity, and it can be used in pl",Yellow,"Rhizome, Long Rhizome",Early Spring - Late Spring,Summer - Fall,Medium,Arching,Moderate,Medium,Minor,"Full_Sun, Partial_Shade",4 -- 8,"Moderate, Dry",6.0 - 8.0,"Insectory, Wildlife Food, Wildlife Habitat","Coppice, Dye, Food, Medicine, Ornamental"
3929,Colorado Barberry,Berberis fendleri,BEFE,Deciduous Shrub,8,8,6,All Year,"A deciduous shrub up to 6 ft high, with stems and branches ‘shining as if varnished’. Leaves glossy green, lanceolate, 11⁄2 to 2 in. long, 3⁄8 to 1⁄2 in. wide; stalkless, toothed except at the base, produced in tufts of four or five. Flowers in six- to ten-flowered racemes 11⁄2 to 2 in. long, each flower 1⁄3 in. across, the outer segments orange-colored, the inner ones yellow. Fruit red.","Orange, Yellow","Rhizome, Long Rhizome",Late Spring - Early Summer,Fall - Winter,Medium,Rounded,Moderate,Medium,Minor,"Full_Sun, Partial_Shade",4 -- 9,"Moderate, Dry",6.1 - 7.8,"Insectory, Wildlife Food, Wildlife Habitat","Coppice, Food, Medicine, Ornamental"
3931,Common Barberry,Berberis vulgaris,BEVU,Deciduous Shrub,10,8,4,All Year,"Common barberry is a deciduous shrub that may reach 10 feet (3 m) tall. Shrubs often have 20 to 30 erect, widely spreading stems that droop at the ends, producing an arching form. Simple or 3-pronged thorns occur at stem nodes. Thorns measure 1 to 2 cm long [35]. Older stems have gray shredding bark, and individual stems may live up to 30 years. Common barberry root and rhizome growth is often extensive. Surrounding the common barberry root crown is a ""thick mass of fibrous roots"". Large lateral roots occur several inches to more than a foot under ground. Lateral roots may be 1 to 2 inches (2.5-5 cm) in diameter near the root crown and extend 10 to 15 feet (3-4.6 m) from the root crown [86]. Common barberry root growth varies with site conditions. Shrubs in sandy, loose-textured soils produced long lateral roots. Shrubs growing on gentle slopes with deep loam soils did not produce long tap roots. Rhizomes produced from the root crown typically grow a few inches below ground but may penetrate 2 to 3 feet (0.6-1 m). Rhizomes do not generally grow roots until aerial shoots emerge, at which time a mass of fibrous roots is produced at the point of emergence.",Yellow,"Fibrous Shallow, Long Rhizome",Spring - Late Spring,Summer - Fall,Medium,Arching,Moderate,Medium,Minor,"Full_Sun, Partial_Shade, Shade",4 -- 9,"Moderate, Dry",5.5 - 7.5,"Domestic Animal Forage, Hedge, Hedge, Insectory, Wildlife Food, Wildlife Habitat","Dye, Food, Medicine, Ornamental"
55,Japanese Green Barberry,Berberis thunbergii,BETH,Deciduous Shrub,3,5,18,Spring,"Will not tolerate extremely moist conditions and some dieback may occur during severe winters. Plants spread slowly by creeping roots, and some branches may root where they come into contact with the ground. Propagation: Seed - best sown as soon as it is ripe in a cold frame, when it should germinate in late winter or early spring. Seed from over-ripe fruit will take longer to germinate, whilst stored seed may require cold stratification and should be sown in a cold frame as early in the year as possible. The seedlings are subject to damping off, so should be kept well ventilated. When the seedlings are large enough to handle, prick them out into individual pots and grow them on in a cold frame. If growth is sufficient, it can be possible to plant them out into their permanent positions in the autumn, but generally it is best to leave them in the cold frame for the winter and plant them out in late spring or early summer of the following year. Cuttings of half-ripe wood, mid summer in a frame. Fairly easy. Cuttings of mature wood of the current season's growth, preferably with a heel, autumn in a frame. Fairly easy. Layering. Division of suckers.","Cream, Yellow","Rhizome, Rhizome",Early Spring - Late Spring,Fall - Winter,Medium,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 7,"Moderate, Dry",5.5 - 7.1,"Dynamic Accumulator, Erosion Control, Groundcover, Hedge, Hedge, Insectory, Reclamator, Wildlife Food, Wildlife Habitat","Coppice, Dye, Food, Medicine, Medicine, Ornamental"
56,Japanese Red Barberry,Berberis thunbergii 'Atropurpurea',BETH,Deciduous Shrub,3,5,18,Spring-Fall,"True to type from seed. Easily grown in average, dry to medium, well-drained soil in full sun. Tolerates part shade, but performs best with full sun. This is a very adaptable shrub that is tolerant of urban conditions. Plants also tolerates heat and drought, but are generally intolerant of poorly-drained, wet soils. Plants spread slowly by creeping roots. Plants can also spread by self-seeding (birds will eat the fruits and distribute the seed). Plant branches may root where they touch the ground.",Yellow,"Rhizome, Long Rhizome",Late Spring - Early Summer,Fall - Winter,Medium,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 7,"Wet, Moderate, Dry",5.5 - 7.1,"Groundcover, Hedge, Insectory, Insectory, Nitrogen Scavenger, Wildlife Food, Wildlife Habitat","Coppice, Dye, Food, Medicine, Ornamental"
54,Korean Barberry,Berberis koreana,BEKO,Deciduous Shrub,5,5,18,Spring-Fall,Korean barberry is able to grow in nutritionally poor soils. It re-sprouts well even after heavy pruning. Produces suckers freely. Light pruning may be needed to maintain good shape.,Yellow,"Rhizome, Long Rhizome",Early Spring - Late Spring,Fall - Winter,Medium,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 7,"Wet, Moderate, Dry",5.5 - 8.0,"Hedge, Insectory, Wildlife Food","Coppice, Dye, Food, Medicine, Ornamental"
3927,Salmon Barberry (Clustered Barberry),Berberis aggregata,BEAG,Deciduous Shrub,9,9,6,All Year,"Native of W. China, introduced by Wilson in 1908. It is an attractive species but has been largely displaced in gardens by its hybrid progeny (see B. × carminea and B. × rubrostilld). The seedling ‘Sibbertoft Coral’, with large clusters of bright red berries, is near to B. aggregata in its botanical characters. Hybridizes freely with other members of this genus, especially the closely related Berberis wilsonae, with whom it is the parent of several ornamental forms. The true species is seldom seen in gardens, having been replaced with its hybrid progeny.",Yellow,"Rhizome, Long Rhizome",Spring - Late Spring,Summer - Fall,Medium,Rounded,Moderate,Medium,Minor,"Full_Sun, Partial_Shade",5 -- 7,"Moderate, Dry",5.5 - 7.0,"Domestic Animal Forage, Hedge, Wildlife Food, Wildlife Habitat","Coppice, Dye, Medicine, Ornamental"
7858,Spanish Barberry,Berberis vulgaris subsp. australis,BEVU,Deciduous Shrub,5,5,6,Spring-Summer,"A deciduous shrub to 5 ft high, of open habit and with dark red stems. Native of the mountains of S.E. Spain, Morocco, and Algeria. It has been regarded by some authorities as a variety or subspecies of B. vulgaris, but is very distinct from this in its blue-black fruits and red stems. The bark is covered with 3 to 5 branched spines. barberry root and rhizome growth is often extensive. Surrounding the common barberry root crown is a ""thick mass of fibrous roots"". Large lateral roots occur several inches to more than a foot under ground. Lateral roots may be 1 to 2 inches (2.5-5 cm) in diameter near the root crown and extend 10 to 15 feet (3-4.6 m) from the root crown.",Yellow,"Rhizome, Long Rhizome",Early Spring - Spring,Summer - Fall,Medium,Rounded,Fast,Major,Medium,"Full_Sun, Partial_Shade",4 -- 8,"Moderate, Dry",3.7 - 7.0,"Domestic Animal Forage, Hedge, Insectory, Wildlife Food, Wildlife Food, Wildlife Habitat","Dye, Food, Medicine, Medicine"
8161,Sacred Barna (Garlic Pear Tree),Crateva adansonii,CRAD,Deciduous Shrub,32,25,36,Spring-Summer,"The bole is irregular and seldom straight. Because of fire damage, and the repeated stripping of its leaves, the tree is often found as a stunted specimen in the wild. The flowering tree Crateva adansonii is called the sacred garlic pear and temple plant. The tree is sometimes called the spider tree because the showy flowers bear long, spidery stamens. It is native to Japan, Australia, much of south East Asia and several south pacific Islands. It grows in forest and savanna woodland, often on river-banks from Senegal to N Nigeria, and across Africa to Zaire, Tanganyika and Madagascar.","Pink, White","Tap, Rhizome",Early Spring - Late Spring,Summer,Medium,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10 -- 13,"Moderate, Dry",5.5 - 8.0,,"Biomass, Coppice, Dye, Food, Medicine, Ornamental, Wood"
2251,Northern Bayberry,Morella pensylvanica,MOPE,Deciduous Shrub,8,8,20,Summer,Deciduous shrub,Yellow,,Late Spring - Early Summer,,,Rounded,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 6,"Moderate, Dry",5.5 - 7.8,Nitrogen Fixer,"Dye, Food, Medicine"
8193,Beautybush,Linnaea amabilis,LIAM,Deciduous Shrub,10,8,18,Spring-Summer,"A member of the honeysuckle family. Formerly known as Kolkwitzia amabilis. Upright arching vase shape; somewhat fountain-like; becomes leggy with age. Pruning back to the ground may be advisable every few years. Drought tolerant; prune off oldest stems in late winter or immediately after flowering. It blooms on old wood so hard pruning in the winter will reduce blooms the following spring but ultimately will make for a more attractive plant. Produces best leaf color in the filtered shade. Easily grown in average, medium moisture, well-drained soils in full sun. Foliage of this cultivar reportedly produces best color in sun-filtered part shade locations. Prune out dead wood as needed. Shrub stems tend to become dense and overgrown after several years, in which case thinning stems or cutting back all stems to the ground may be advisable. Hard prunings to the ground may be performed in late winter or immediately after flowering. Plants bloom on old wood, so hard pruning in late winter will result in loss of bloom for the season, but plants stems will grow taller during the season.","Pink, Yellow",Rhizome,Early Spring - Spring,Summer,Medium,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 8,Moderate,6.0 - 7.5,"Erosion Control, Hedge, Insectory","Container Garden, Ornamental, Ornamental"
4058,Oso Berry,Oemleria cerasiformis,OECE,Deciduous Shrub,20,15,24,Spring-Summer,"Its leaves are bright green in spring, lance-shaped, and entire (not toothed); and smell like cucumber when crushed.","Green, White",Fibrous Shallow,Late Winter - Spring,Summer,Medium,Rounded,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",6 -- 10,"Moderate, Dry",6.0 - 7.5,"Erosion Control, Hedge, Insectory, Reclamator, Wildlife Food, Wildlife Food","Aromatics/Fragrance, Fiber, Food, Medicine, Ornamental"
4271,Red Bilberry,Vaccinium parvifolium,VAPA,Deciduous Shrub,12,0,8,Spring-Fall,"Plants tend to be trailing and vinelike for the first 4 to 5 years until assuming a more erect, mature growth form. Shrubs also tend to become low and straggling in dense, shady,old-growth stands. Huckleberry seedlings first emerge in approximately 1 month and continue to emerge for long periods of time in the absence of cold stratification. Seeds of red huckleberry require no special treatment for germination to occur. Seeds are readily dispersed by many birds and mammals. The digestive processes of animals may promote germination. Most huckleberries (Vaccinium spp.) require acidic soils and can grow on infertile sites which have relatively small amounts of many essential elements. Red huckleberry commonly grows on nitrogen-poor soils. Soils may be very nutrient poor to nutrient rich but are often characterized by ccumulations of duff and humus.","Green, Pink, White, Yellow","Fibrous Shallow, Rhizome",Spring,Summer,,Upright,Fast,,,"Full_Sun, Partial_Shade, Shade",5 -- 9,"Wet, Moderate",4.0 - 5.0,"Domestic Animal Forage, Hedge, Wildlife Food, Wildlife Food, Wildlife Food, Wildlife Food, Windbreak","Container Garden, Food, Medicine, Ornamental"
