Id,Name,Scientific name,Binomial,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop
2966,Buddha's Belly Bamboo,Bambusa tuldoides ‘Ventricosa',BATU,Grass,55,48,12,All Year,"Clumping bamboo. Roots extend horizontally. Can grow in a variety of soils, best in those that are well-drained. New shoots in late summer or fall. Approximate 23-year flowering cycle. In South America, the flowering cycle of B. tuldoides has been estimated at about 23 years (Guerreiro and Lizarazu, 2010). In southern China, flowering activity has been reported when plants are at the age of 50 years, and clumps usually die after flowering. Bambusa tuldoides is a species of bamboo native to Asia that is is widely cultivated as ornamental and hedge plant but also for its culms. It has been introduced elsewhere in Asia outside of its native range, as well as in the Americas and Pacific region. Culms and branches root very readily and often grow to form monospecific stands along riverbanks, low hills, roadsides and disturbed sites. This species is adapted to grow in a wide range of climates and can survive temperatures as low as -7°C. Currently, B. tuldoides is considered an invasive and transformer species in Cuba. It is also included in the Global Compendium of weeds as an “agricultural weed”. Bambusa tuldoides prefers lowland tropical and subtropical areas.",,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Fast,Minor,Minor,Partial_Shade,9 -- 10,Moderate,5.5 - 7.0,"Hedge, Wildlife Habitat","Container Garden, Fiber, Medicine, Ornamental"
2972,Chilean Bamboo,Chusquea culeou,CHCU,Grass,20,8,12,All Year,"Clumping bamboo. Needs well-drained soil. Not recommended for containers. Many diverse forms and hardiness within different varieties/clones. Flower and seed annually without dying in the wild. Especially when mulched and fertilized regularly, C. culeou grows extremely fast and quickly forms a hedge or small grove. Usually, plants are upright at the base and fan out at the top. C. culeou has an extremely variable habit; depending on the location of the plant, it can either be upright or weeping. Plants will generally reach a height of twenty feet but under ideal conditions can grow even higher. Blooming occurs after variable periods, that could last 60 years. After blooming and releasing its seeds, the plant dies.",Green,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 9,"Wet, Moderate",5.5 - 7.0,"Hedge, Mulch Maker, Wildlife Habitat","Food, Ornamental, Wood, Wood"
3005,Chinese Timber Bamboo,Phyllostachys vivax,PHVI,Grass,70,35,0,All Year,Runner bamboo. Produces new shoots in spring. Does well in a variety of soils but best in those that are well-drained. Flowers in many year intervals. Resistant to honey fungus.,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,6 -- 10,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood"
2969,"Common, Bamboo (Feathery Bamboo)",Bambusa vulgaris,BAVU,Grass,60,30,12,All Year,Clumping bamboo. Easily propagated. Flowers in many year intervals. Thrives under a range of soil conditions. Can survive defoliated in areas with a severe dry season.,,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Fast,Minor,Minor,Partial_Shade,9 -- 11,Moderate,5.5 - 7.0,"Domestic Animal Forage, Domestic Animal Forage, Erosion Control, Hedge, Wildlife Habitat, Windbreak","Fiber, Food, Medicine, Ornamental, Wood"
2981,Dragon Head Bamboo,Fargesia apicirubens,FAAP,Grass,12,6,12,All Year,Clumping bamboo. Shoots in June/July. Flowers resemble toothbrushes. Not tolerant of high temperatures. Roots extend horizontally.,,"Fibrous Shallow, Rhizome",,,Medium,Weeping,Fast,Minor,Minor,Partial_Shade,6 -- 9,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Fiber, Ornamental"
2968,Dwarf Buddha's Belly Bamboo,Bambusa vulgaris ‘Wamin',BAVU,Grass,16,15,10,All Year,"Clumping bamboo. Roots extend horizontally. Best in soils with good drainage. Bambusa vulgaris 'Wamin' prefers full sun to partial shade. If grown in deep shade, the nodes won't be as pronounced, as the plant will stretch to reach for the sun. Although the roots are cold hardy, the foliage is frost sensitive and culm damage can result from temperatures below -2°C.",,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker","Container Garden, Fiber, Ornamental, Ornamental"
2980,Fargesia Bamboo,Fargesia denudata,FADE,Grass,16,8,12,All Year,"Clumping bamboo. Best with protection from afternoon sun. Flowers resemble toothbrushes. Roots spread horizontally. Bamboos do well in a variety of soils, but best in those that are well-drained. New shoots during mid-summer.",,"Fibrous Shallow, Rhizome",,,Medium,Arching,Fast,Minor,Minor,Partial_Shade,5 -- 9,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Ornamental"
8125,Bhaluka (Female Bamboo),Bambusa balcooa,BABA,Grass,65,10,12,All Year,"B. balcooa can be selected as a promising potential agroforestry species intercropped with traditional horticultural trees like mango (Mangifera indica), cashewnut (Anacardium occidentale), jackfruit (Artocarpus hetrophyllus), Kokum (Garcinia indica) and rubber (Hevea brasilensis). Life cycle of clump >50 years. In Tripura, southern Assam and Sylhet, indigenous people have identified two distinct forms of culms known as ‘Sil’ and ‘Nali’ types in which the former is much stronger and harder than the later. The ‘Sil’ culm type is mostly preferred for heavy construction and furniture purposes because relatively short internodal length and distinct swollen supranodal rings up to 14-16 is found in nodal zone than the Nali type. B. balcooa has long flowering cycle of only once during its life time around 55-60 years or even >90 years (Banik, 1985) and the clump dies without seed production. The only way to raise bulk planting materials is by means of vegetative propagation or through tissue culture. Vegetative propagation through culm cuttings, branch cuttings, or rhizomes is difficult on account of few and bulky propagules, season specificity, and low rooting ability of the culm. Propag",Brown,"Rhizome, Short Rhizome",Spring - Late Spring,Summer - Fall,Fine,Clump,Fast,Minor,Medium,"Full_Sun, Partial_Shade",11 -- 13,"Moderate, Dry",4.5 - 7.5,"Domestic Animal Forage, Erosion Control","Biomass, Fiber, Medicine, Wood"
2992,Fish Pole Bamboo,Phyllostachys aurea,PHAU,Grass,30,13,12,All Year,Runner bamboo. Flowers at many year intervals. New shoots begin late May.,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",7 -- 10,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Food, Ornamental, Wood"
3000,Giant Gray Bamboo,Phyllostachys nigra 'Henon',PHNI,Grass,65,50,12,All Year,"Runner bamboo. New shoots in spring. Flowers in many year intervals. Roots extend horizontally. Can grow in a variety of soils, best in those that are well drained.",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 10,Moderate,5.6 - 6.5,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Food, Medicine, Ornamental, Wood"
8115,Indian Thorny Bamboo (Giant Thorny Bamboo),Bambusa bambos,BABA,Grass,97,10,12,All Year,"It flowers gregariously once in life time(30-40 years) often during September-May. The fast growing, strong woody culms of Bambusa bambos have an average diameter between 10-18 cm, and are between 20-30 m tall (although the tallest recorded culm measured 40 m). The internodes are dark green colored with very thick walls. Nodes are slightly swollen and some lower nodes produce short aerial roots. Nodes contain a central dominant branch with one or two lateral branches and are often spine-like. Thorny lower branches are long and wiry, and usually bent towards the ground. The upper leafy branches produce a fan like plume and bearing small spines.﻿Bambusa bambos prefers a humid tropical climate and grows best along river banks or river valleys with a rich, moist soil. It reaches its best development in moist deciduous forests. In India this species occupies 15% of all bamboo forests. Twelve-year-old clumps are regarded as mature. One of the best bamboos for windy sites due to the strength of the culms, it is often planted to form wind-breaks around farms - when planted as a hedge around a farm or field, it requires little care.",Brown,"Rhizome, Short Rhizome",Spring - Late Summer,Fall,Fine,Clump,Fast,Medium,Major,"Full_Sun, Partial_Shade",11 -- 13,"Moderate, Dry",4.0 - 7.0,"Air Cleaner, Domestic Animal Forage, Domestic Animal Forage, Erosion Control, Hedge, Reclamator, Windbreak","Biomass, Cleanser/Scourer, Fiber, Food, Food, Food, Insecticide, Spray, Medicine, Medicine, Wood"
2961,Giant Timber Bamboo,Bambusa oldhamii,BAOL,Grass,65,33,12,All Year,"Clumping bamboo. New shoots in late summer or fall. Flowers in many year intervals. Roots spread horizontally. Best in nutrient rich soils with good drainage. Giant Timber Bamboo is the most common large tropical bamboo grown in the USA. Its culms are straight and erect with relatively short branches. The leaves are large and wide. Mature plants lack lower branching allowing the large culms to display beautifully. Oldhamii bamboo produces the largest diameter culms of any bamboo grown in the Houston area. It is an erect, upright bamboo with a small ""foot print"". This allows the plant to be utilized in small urban landscapes where horizontal room is at a premium.",,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",8 -- 11,"Wet, Moderate",6.1 - 7.8,"Erosion Control, Hedge, Wildlife Habitat, Windbreak","Fiber, Food, Ornamental, Wood"
2993,Golden Crookstem Bamboo,Phyllostachys aureosulcata 'Aureocaulis',PHAU,Grass,30,35,12,All Year,Runner bamboo. New shoots in spring. Best in well drained and nutrient rich soil. Roots extend horizontally. Flowers at many year intervals.,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 10,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Container Garden, Fiber, Ornamental, Wood"
2971,Golden Square Stem Bamboo,Chimonobambusa quadrangularis,CHQU,Grass,15,24,10,All Year,"Runner bamboo. New shoots in fall, winter, or early spring. Can tolerate a variety of soils, best in those that are well drained. Will drop leaves in cold temperatures. Flowers in many-year intervals. Another interesting feature is the large culm joint nodes which are rough to the touch with thorn-like nubs that become spine-like air roots near the culm base. Plant in full coastal sun to light shade and irrigate regularly to occasionally. Plants in hotter climates, or if not regularly watered, will drop leaves.",,Long Rhizome,Summer - Late Summer,Fall,Medium,Arching,Moderate,Minor,Minor,"Partial_Shade, Shade",8 -- 10,"Wet, Moderate",5.5 - 7.0,"Hedge, Mulch Maker, Wildlife Habitat","Container Garden, Fiber, Food, Ornamental, Wood"
3006,Golden Vivax Bamboo,Phyllostachys vivax 'Aureocaulis',PHVI,Grass,70,75,0,All Year,Runner bamboo. New shoots in spring. Best in nutrient rich and well-drained soils. Roots extend horizontally. Flowers in many year intervals.,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 10,Moderate,6.1 - 7.8,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood"
2964,Graceful Bamboo,Bambusa textilis 'Gracilis',BATE,Grass,30,15,12,All Year,"Clumping bamboo. New shoots in late summer to fall. Can grow in a variety of soils, best in those that are well-drained. Roots extend horizontally.",,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Fine,Arching,Fast,Minor,Minor,"Full_Sun, Partial_Shade",8 -- 11,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Ornamental, Wood"
2988,Guadua Velutina Bamboo,Guadua velutina,GUVE,Grass,50,25,12,All Year,"Clumping bamboo. Roots extend horizontally. Can survive in a range of soil types, best in those that are well-drained.",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,Moderate,5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Ornamental, Wood"
2976,Hamilton's Bamboo,Dendrocalamus hamiltonii,DEHA,Grass,80,40,12,All Year,"Clumping bamboo. Can grow in a variety of soils, best in those that are well drained. Roots extend horizontally.",,"Fibrous Shallow, Rhizome",,,Medium,Arching,Fast,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Reclamator, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood"
2994,Harbin Inversa Bamboo,Phyllostachys aureosulcata 'Harbin Inversa',PHAU,Grass,30,15,12,All Year,Runner bamboo. Roots extend horizontally. New shoots in spring. Best in well-drained soils.,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 10,Moderate,5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Food, Ornamental, Wood"
2952,Hedge Bamboo (Chinese Dwarf Bamboo),Bambusa multiplex,BAMU,Grass,25,6,12,All Year,"Clumping bamboo. Roots extend horizontally. Can grow on a variety of soil types, best those that are well-drained. New shoots in late summer to fall. Hardiest of the Bambusa genus. Seed is produced every twenty years or more and are in the form of grain.",,"Long Rhizome, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",7 -- 10,"Wet, Moderate",5.5 - 7.0,"Hedge, Wildlife Habitat, Windbreak","Fiber, Food, Ornamental"
2991,Incense Bamboo,Phyllostachys atrovaginata,PHAT,Grass,40,20,12,All Year,"Runner bamboo. New shoots in spring. Can tolerate a variety of soil types, best in those that are well drained. Particularly fast-growing and tolerant of wet soils.",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,5 -- 10,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat, Windbreak","Aromatics/Fragrance, Container Garden, Fiber, Food, Ornamental, Wood"
2970,Indian Timber Bamboo,Bambusa tulda,BATU,Grass,80,35,12,All Year,"Clumping bamboo. New shoots in late summer or fall. Best in well-drained soil. The Bengal bamboo is known to grow at exceedingly quick speeds. In fact, when the plant is young, it can sometimes grow 3 feet in less than a day. Flowers every 30-60 years. Roots extend horizontally. Mixed deciduous forest in plains, valleys, and along streams, up to elevations of 1,500 metres. Common on flat alluvial land along streams in the mixed deciduous forests and along the banks of dry water-courses in Myanmar. Shoot growth starts at the beginning of the rainy season and it takes approximately 1 month to emerge above the ground. Height increase of the shoots may attain as much as 70 cm per day. Culms complete their growth within 2 - 3 months after their emergence as shoots, and their diameter and height do not increase as they become older. Bamboos in general are usually monocarpic, living for many years before flowering, then flowering and seeding profusely for a period of 1 - 3 years before usually dying. Bengal bamboo normally flowers gregariously for a period of 2 years in a cycle of 25 - 40 years, and produces viable seed. However, it also often flowers sporadically or in small groups, with",Green,"Rhizome, Rhizome",,,Fine,Clump,Fast,Minor,Minor,Full_Sun,9 -- 11,"Wet, Moderate",5.5 - 7.0,"Domestic Animal Forage, Dynamic Accumulator, Erosion Control, Hedge, Mulch Maker, Wildlife Food, Wildlife Food, Wildlife Habitat, Windbreak","Biomass, Fiber, Fiber, Food, Food, Medicine, Ornamental, Wood, Wood, Wood"
2983,Jiuzhaigou Genf Bamboo,Fargesia nitida 'Jiuzhaigou Genf',FANI,Grass,15,7,10,Spring-Fall,Clumping bamboo. Needs protection from large amounts of sun and heat. Roots extend horizontally.,,"Fibrous Shallow, Rhizome",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 10,Moderate,5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Container Garden, Fiber, Ornamental"
3009,Kuma Bamboo Grass,Sasa veitchii,SAVE,Grass,5,30,0,All Year,"Can survive in a variety of soil types, best those that are nutrient rich and well-drained. New shoots in spring/summer. Roots extend horizontally.",,"Fibrous Shallow, Rhizome",,,Coarse,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",6 -- 9,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Groundcover, Mulch Maker, Soil Builder","Container Garden, Ornamental"
2987,Kunth Guadua Bamboo,Guadua angustifolia 'Kunth',GUAN,Grass,98,50,8,All Year,Best in soils with moderate fertility and good drainage. Roots extend horizontally.,,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Soil Cultivator, Wildlife Habitat","Biomass, Compost, Fiber, Wood"
8001,Maculata Bamboo,Yushania maculata,YUMA,Grass,0,,0,,,,,,,,,,,,,,,0.0 - 0.0,,
2977,Mei-Nung Bamboo,Dendrocalamus latiflorus ‘Mei-Nung',DELA,Grass,65,35,10,All Year,"Clumping bamboo. Does well in a range of soil types, best in those that are well-drained.",,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,"Wet, Moderate",4.5 - 7.5,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood"
2990,Mexican Weeping Bamboo,Otatea acuminata 'Aztecorum',OTAC,Grass,20,40,10,All Year,Clumping bamboo. Blooms in many year intervals. Needs soils with good drainage. Can grow near coasts. Roots extend horizontally.,,"Fibrous Shallow, Rhizome",,,Fine,Weeping,Fast,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,Moderate,6.1 - 7.8,"Erosion Control, Hedge, Mulch Maker, Soil Builder, Windbreak","Container Garden, Food, Ornamental, Wood"
7996,Moso Bamboo,Phyllostachys edulis,PHED,Grass,0,,0,,,,,,,,,,,,,,,0.0 - 0.0,,
8138,Nodding Bamboo (Bengal Bamboo),Bambusa nutans,BANU,Grass,49,25,12,All Year,"Bambusa nutans is an evergreen or deciduous, clump-forming bamboo with fairly thick-walled culms reaching a height of 6 - 15 metres, with canes 5 - 10cm in diameter. A nice bamboo with straight strong (near solid) culms and edible shoots. It has a very tight clumping growth habit and slightly weeping tops with lush foliage. Some of the culms may have a cream striation on the lower inter-nodes. Mass propagation can be done through culm cuttings, branch cuttings after treated with growth regulating hormone. Offset planting is also practices for small cultivation. Flowering type is both gregarious and sporadic in this species. Flowering cycle is reportedly gregariously after an interval of 35 years.",Green,"Rhizome, Rhizome",,,Fine,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10 -- 12,"Wet, Moderate",5.5 - 7.5,"Domestic Animal Forage, Nurse, Reclamator, Soil Builder","Fiber, Fiber, Food, Medicine, Ornamental, Wood"
3001,Nude Sheath Bamboo,Phyllostachys nuda,PHNU,Grass,34,16,10,All Year,Runner bamboo. Hardiest Phyllostachys. New shoots in spring. Roots extend horizontally. Resistant to honey fungus. Flowers in many year intervals.,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 10,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Cultivator","Container Garden, Fiber, Food, Ornamental, Wood"
3008,Oshidensis Bamboo Grass,Sasa oshidensis,SAOS,Grass,6,3,0,All Year,"Dwarf runner bamboo. Evergreen to USDA zone 6. Tolerant of heat and cold. Roots extend horizontally. Can tolerate a variety of soils, best in those that are well-drained. Flowers at many-year intervals.",,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 11,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Container Garden, Ornamental"
2967,Painted Bamboo (Golden Hawaiian Bamboo),Bambusa vulgaris ‘Vittata',BAVU,Grass,50,25,10,All Year,"Clumping bamboo. New shoots in late summer or fall. Roots extend horizontally. Tolerates a variety of soil types, best in those that are well-drained. Easily propagated. Last noted flowering was in 1873.",,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Fast,Medium,Medium,"Full_Sun, Partial_Shade",9 -- 11,"Wet, Moderate",4.5 - 7.0,"Domestic Animal Forage, Erosion Control, Hedge, Mulch Maker, Wildlife Habitat","Food, Medicine, Ornamental, Wood"
3002,Parvifolia Bamboo,Phyllostachys parvifolia,PHPA,Grass,40,20,10,All Year,Runnner bamboo. New shoots in spring. Roots extend horizontally. Flowers in many-year intervals. Can tolerate a variety of soils but does best in those that are well-drained.,,"Fibrous Shallow, Rhizome",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",6 -- 10,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Fiber, Food, Ornamental"
2965,Punting Pole Bamboo (Verdant Bamboo),Bambusa tuldoides,BATU,Grass,55,25,10,All Year,"Clumping bamboo. Roots extend horizontally. Can grow in a variety of soils, best in those that are well-drained. New shoots in late summer or fall. Approximate 23-year flowering cycle. In South America, the flowering cycle of B. tuldoides has been estimated at about 23 years (Guerreiro and Lizarazu, 2010). In southern China, flowering activity has been reported when plants are at the age of 50 years, and clumps usually die after flowering. Bambusa tuldoides is a species of bamboo native to Asia that is is widely cultivated as ornamental and hedge plant but also for its culms. It has been introduced elsewhere in Asia outside of its native range, as well as in the Americas and Pacific region. Culms and branches root very readily and often grow to form monospecific stands along riverbanks, low hills, roadsides and disturbed sites. This species is adapted to grow in a wide range of climates and can survive temperatures as low as -7°C. Currently, B. tuldoides is considered an invasive and transformer species in Cuba. It is also included in the Global Compendium of weeds as an “agricultural weed”. Bambusa tuldoides prefers lowland tropical and subtropical areas.",,"Fibrous Shallow, Rhizome",Summer - Late Summer,Fall,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",9 -- 11,"Wet, Moderate",5.5 - 7.0,"Hedge, Wildlife Habitat","Container Garden, Fiber, Food, Medicine, Ornamental, Wood"
