Id,Name,Scientific name,Binomial,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop
7057,European Frogbit,Hydrocharis morsus-ranae,HYMO,Aquatic,6,20,8,Spring-Fall,"Mostly free-floating, rarely loosely-rooting, aquatic plant. Dioecious. Grows best in calm, open waters with some shelter. Reproduces via seeds and stolons (but rarely produces seeds). Produces turions that overwinter and then mature in spring. Considered a conservation concern in some parts of its native range. Organic substrate is necessary for development.",White,"Stolon, Fibrous Deep",Early Summer - Late Summer,Summer - ?,Medium,Rosette,Fast,Medium,Minor,Full_Sun,5 -- 9,Wet,6.5 - 7.8,"Domestic Animal Forage, Toxin Absorber, Wildlife Food, Wildlife Habitat","Compost, Ornamental"
1739,Giant Bur Reed (Broad Fruit Bur Reed),Sparganium eurycarpum,SPEU,Aquatic,60,18,12,All Year,"This perennial plant is an emergent aquatic about 2-6' tall, producing erect to ascending alternate leaves along the central stem. Both the stem and leaves are medium green and glabrous. The preference is full or partial sun, wet conditions (including 1-2' of water), and soil that is muddy, sandy, or gravelly. Locations with strong currents or wave action should be avoided. Habitats include marshes, fens, swamps, borders of ponds and slow-moving rivers, and sloughs. Generally, Giant Bur-reed is found in less disturbed wetlands with fertile soil or mineral-rich water. The root system is fibrous and rhizomatous; small tubers may occur as well. This plant reproduces by seed or by forming clonal offsets. Small colonies of plants are often produced.","Green, White","Fibrous Shallow, Tuber",Summer - Early Fall,Summer - Fall,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",2 -- 7,Wet,5.0 - 8.0,"Domestic Animal Forage, Erosion Control, Insectory, Water Purifier, Wildlife Food","Food, Medicine, Medicine"
5694,"Gotu Kola (Pennywort, Mandukparni)",Centella asiatica,CEAS,Aquatic,8,80,98,All Year,"Centella asiatica (CA), a clonal, aquatic, perennial herbaceous creeper is found throughout India growing in moist places up to an ALTITUDE of 5,906 feet. Perennial creeping herb, rooting at the nodes, but sometimes forming a large taproot. It is adapted to partial shade but also thrives in full sun. HABITAT: most tropical & subtropical countries growing in swampy areas, including parts of India, Pakistan, Sri Lanka, Madagascar, & South Africa & South pacific & Eastern Europe. According to USDA-ARS (2014), C. asiatica is native across much of tropical Africa, Asia, Australia, South America and some islands in the Pacific. About 20 species related to CA grow in most parts of the tropic or wet pantropical areas such as rice paddies, & also in rocky, higher elevations. A tasteless, odorless plant that thrives in & around water. The whole plant is used for medicinal purposes. - The fruit are densely reticulate, distinguishing it from species of Hydrocotyle which have smooth, ribbed or warty fruit. The crop matures in three months, and the whole plant, including the roots, is harvested manually. POLLINATION: Predominantly self-pollinating in nature, although the possibility of cross-pol","Pink, Red, White","Stolon, Short Rhizome",Early Summer - Fall,Fall,Fine,Creeping,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",7 -- 10,Wet,4.5 - 7.3,"Groundcover, Groundcover, Insectory, Toxin Absorber","Food, Food, Medicine, Medicine, Medicine, Medicine, Medicine"
2487,Muskgrass,Chara vulgaris,CHVU,Aquatic,30,20,0,Summer,,,,,,Medium,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",3 -- 10,Wet,6.5 - 7.5,"Toxin Absorber, Water Purifier, Wildlife Food, Wildlife Habitat",
3114,Pacific Mosquitofern (Water Velvet),Azolla filiculoides,AZFI,Aquatic,3,36,0,Spring-Summer,"A. filiculoides is native to the Rocky Mountain states of the western USA and Canada, through Central America and to most of South America. Floating fern mat forms spores not seeds and spreads mainly vegetatively. Does not flower. In dry locations where it is important to slow the drying of wet concrete, an azolla layer applied as a mulch prevents the concrete from drying too quickly. This helps the concrete to set without the need continuously wet it.",,Fibrous Shallow,,Spring - Fall,Medium,Matlike,Fast,Medium,Minor,"Full_Sun, Partial_Shade",5 -- 13,Wet,3.5 - 4.0,"Domestic Animal Forage, Domestic Animal Forage, Dynamic Accumulator, Dynamic Accumulator, Erosion Control, Insecticide, Nitrogen Fixer, Nitrogen Fixer, Reclamator, Reclamator, Soil Builder, Toxin Absorber, Toxin Absorber, Water Purifier, Wildlife Food, Wildlife Habitat","Biomass, Biomass, Compost, Fiber, Food, Insect Repellent, Medicine"
1859,Pickerelweed (Tuckahoe),Pontederia cordata,POCO,Aquatic,36,36,12,Spring-Summer,"Pickerelweed is a native herbaceous emergent that grows along shallow shorelines up to 4 feet tall. Pontederia cordata is a native aquatic plant of the eastern half of the United States and Canada.The thick rhizomes spread to form large colonies. Its preference is for freshwater depth up to 12 inches in full sun in rich loamy soils. It can tolerate part sun, poor soils and occasional flooding up to 20 inches. The tall spikes of lavender-blue flowers occur summer through fall and attract many pollinators. They are held well above the water for a showy long season display. Winter dormant. Blooms spring to fall. The root system consists of long-running rhizomes and coarse fibrous roots. Clonal colonies are often produced; sometimes, they can become quite large. Individual plants short-lived but it spreads vegetatively to form long-lived patches.","Blue, White","Rhizome, Fibrous Shallow",Early Summer - Early Fall,Fall,Coarse,Upright,Moderate,Minor,Minor,Full_Sun,3 -- 9,Wet,6.0 - 8.0,"Insectory, Toxin Absorber, Water Purifier, Wildlife Food, Wildlife Habitat","Container Garden, Food, Food, Medicine, Ornamental"
2491,Floating-Leaved Pondweed,Potamogeton natans,PONA,Aquatic,0,10,0,Summer,"The underwater leaves of floating-leaved pondweed are so narrow they appear to be stiff leafless stalks, and the floating leaves often have slightly heart-shaped bases.",Green,Rhizome,Late Spring - Late Summer,,Fine,Prostrate,Fast,,,Full_Sun,3 -- 9,Wet,5.8 - 7.0,"Water Purifier, Wildlife Food, Wildlife Habitat","Food, Medicine"
2492,Sago Pondweed,Potamogeton pectinatus,POPE,Aquatic,0,24,0,Spring-Summer,,"Blue, Purple",Rhizome,Late Spring - Early Summer,,Fine,Prostrate,Fast,,,"Full_Sun, Partial_Shade, Shade",3 -- 9,Wet,5.0 - 8.0,Wildlife Habitat,"Food, Medicine"
1923,Common Rush (Soft Rush),Juncus effusus,JUEF,Aquatic,48,48,24,All Year,"Juncus effuses, commonly known as soft rush, common rush, bog rush or mat rush, is a grasslike-like, rhizomatous, wetland perennial that features smooth, upright, cylindrical, unjointed, spire-like green stems (leaves are absent) which grow in spreading basal clumps to 20-40” tall. It is one of the true rushes. It has a nearly cosmopolitan distribution, being found in many places around the world, but primarily in cool-temperate regions, particularly ones having wet soils. It is often found growing in ditches, bogs, swamps, marshes, wet pastures, and along the margins of lakes and rivers. Easily grown in moist to wet soils in full sun to part shade. Best in full sun. Performs well in standing water to 4” deep, but will also grow well in garden soils as long as the soils are in fact kept consistently moist. Plants will spread in the landscape by rhizomes and by self-seeding. The root system consists of short scaly rhizomes and coarse fibrous roots. Rhizomatous spread may be controlled, if desired, by growing this plant in large containers sunk in the ground.","Green, Yellow","Fibrous Shallow, Rhizome",Early Summer - Summer,Summer - Fall,Medium,Clump,Slow,Minor,Minor,"Full_Sun, Partial_Shade",1 -- 12,"Wet, Moderate",5.5 - 7.0,"Domestic Animal Forage, Erosion Control, Insectory, Wildlife Food, Wildlife Habitat","Biomass, Container Garden, Fiber, Fiber, Fiber, Fiber, Food, Medicine, Medicine, Ornamental"
6082,Dudley's Rush,Juncus dudleyi,JUDU,Aquatic,30,18,8,Spring-Fall,"Suggested for rain gardens. Performs best with full sun. The root system is fibrous and rhizomatous. Spreads via creeping rhizomes (can be aggressive) and self-seeds freely in optimum conditions. Usually occurs in wetlands, but occasionally in non-wetlands. Native habitat includes river shores, fens, wetlands, and meadows. Non-mycorrhizal. Plants will spread, sometimes aggressively, by creeping rhizomes to form colonies. May freely self-seed in optimum growing conditions. Propagate by division in early spring.",Green,"Short Rhizome, Fibrous Shallow",Late Spring - Late Summer,Summer - Fall,Fine,Clump,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 9,"Wet, Moderate",6.0 - 8.0,"Erosion Control, Insectory, Reclamator, Wildlife Food, Wildlife Food, Wildlife Food, Wildlife Habitat",Fiber
3246,Flowering Rush,Butomus umbellatus,BUUM,Aquatic,60,20,0,Summer-Fall,"Has been found growing in water as deep as 6 meters (20ft). Spreads via rhizomes and root pieces (bulbils) that break off and form new plants. There are sterile and non sterile types, and even non-sterile types tend to only flower in shallow water and may not produce seeds depending on the growing conditions. Non-mycorrhizal.",Pink,"Rhizome, Fibrous Shallow",Early Summer - Early Fall,Summer - Fall,Fine,Upright,Moderate,Minor,Minor,Full_Sun,3 -- 10,Wet,5.5 - 8.0,"Insectory, Wildlife Food, Wildlife Habitat","Aromatics/Fragrance, Compost, Food, Ornamental"
1924,Path Rush (Poverty Rush),Juncus tenuis,JUTE,Aquatic,24,24,6,All Year,"Juncus tenuis, commonly called path rush, is found in the wild throughout North America. Grows to two feet tall. Path rush is found in a wide variety of weedy locations such as in parking lots, fields, thickets, woods, swamps, pastures and along roadsides and paths. Also called wire grass (even though it is a rush) because of its tough stems. Path Rush is a cool-season plant; it actively grows during the spring and fall when soil temperatures are cool. Typical growing conditions include full sun to light shade, wet to mesic levels of moisture, and a heavy clay-loam, clay, or gravelly soil. This rush withstands considerable trampling in paths and compacted soil. It is more tolerant of drought than many other rushes. Medium green leaves turn brown with frost. Insignificant, tiny flowers are clustered at or near the stem tips. The blooming period usually occurs during the summer; however, 1st year plants may bloom later during the fall. The flowers are wind-pollinated. The root system is fibrous.",Green,Fibrous Shallow,Early Summer - Early Fall,Fall - Winter,Fine,Clump,Slow,Minor,Minor,"Full_Sun, Partial_Shade, Shade",2 -- 9,"Wet, Moderate",4.5 - 7.0,"Domestic Animal Forage, Erosion Control, Groundcover, Insectory, Reclamator, Toxin Absorber, Water Purifier, Wildlife Food, Wildlife Habitat","Container Garden, Fiber, Fiber, Medicine"
7086,Greater Spearwort,Ranunculus lingua,RALI,Aquatic,50,36,0,Summer,"Most commonly found along shallow stream/river banks and lake shores. Primary reproduction is vegetative. Sensitive to turbid, silty water. Plant in still or slow moving water 15-40cm (6-15in) deep.",Yellow,Stolon,Summer - Early Fall,Fall - ?,Fine,Clump,Moderate,Minor,Medium,Full_Sun,3 -- 10,Wet,5.5 - 7.5,Insectory,"Container Garden, Ornamental"
3709,Water Violet,Hottonia palustris,HOPA,Aquatic,24,40,0,Spring,"Can grow by rooting shallowly in mud or floating freely in water. Grow in nutrient-poor water (intolerant of eutrophic habitats). Needs full sun in cultivation. Can survive through short dry periods. Rare or threatened in some areas, though the species is generally considered stable from a conservation standpoint. Endomycorrhizal or non-mycorrhizal.","Purple, White","Stolon, Fibrous Shallow",Late Spring - Early Summer,Summer - ?,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",5 -- 9,"Wet, Moderate",6.2 - 7.2,Water Purifier,"Aromatics/Fragrance, Medicine, Ornamental"
8531,American Water Pennywort (Navelwort),Hydrocotyle americana,HYAM,Aquatic,8,240,3,Spring-Summer,"Water Pennywort is a small creeping native plant that typically grows in moist areas such as bogs, seeps, boggy fields, wet woods, and lake margins. H. ranunculoides is an aquatic stoloniferous plant with creeping stem with nodes at between 40- and 150-mm intervals. Profuse filiform roots occur at each node. Leaves are emergent, with the leaf stalks coming from the nodes on the horizontal stolons. Leaf matter extends up to 40 cm above the water surface and the interwoven mat of roots and stems can sink to 50 cm into the water (EPPO, 2005). Stipules are present. Leaves are reniform in shape, non sclerophyllous, less than 1 mm thick and vary in size from 20-45 mm to 100-150 mm, depending on nitrate availability, and have shallow-lobed edges. Flower stalks also derive from the nodes. The species produces very small creamy yellow flowers approximately 3 mm in diameter on a short umbel below the leaf canopy. Each umbel averages nine flowers . Fruit are ovoid-ellipsoid to suborbicular, strongly flattened dorsally; mericarps with three subequal ribs; fruit wall a woody inner layer. Stems are hairless, slender and creep along the ground, rooting at the nodes. It is found in eastern North A",White,"Stolon, Tuber",Summer,Summer,Medium,Creeping,Fast,Minor,Minor,"Full_Sun, Partial_Shade",4 -- 11,Wet,6.0 - 8.0,"Domestic Animal Forage, Groundcover, Toxin Absorber, Water Purifier, Wildlife Habitat, Wildlife Habitat","Container Garden, Ornamental"
3245,Common Water Plantain,Alisma plantago-aquatica,ALPL,Aquatic,36,12,16,Spring-Fall,"There are two recognized subspecies, one (subps. orientale) that occurs only in China. Can be planted in up to 30cm (11in) of water. Capable of self-sowing aggressively in optimal conditions. Sometimes non-mycorrhizal.","Pink, White",Rhizome,Early Summer - Early Fall,Spring - ?,Medium,Clump,Moderate,Medium,Minor,Full_Sun,5 -- 9,Wet,6.3 - 7.5,"Wildlife Food, Wildlife Habitat","Food, Medicine, Ornamental"
2485,Water Shield,Brasenia schreberi,BRSC,Aquatic,4,72,0,Summer-Fall,"The water shield is a floating-leaved plant, but the long leaf stalks reach all the way to the bottom where they attach to a long creeping root that is anchored in the mud.","Brown, Purple, Rose",,Summer - Late Summer,,Medium,Matlike,Fast,,,"Full_Sun, Partial_Shade, Shade",3 -- 11,Wet,0.0 - 0.0,"Groundcover, Wildlife Food, Wildlife Habitat","Food, Medicine"
2498,Water Smartweed,Polygonum amphibium,POAM,Aquatic,30,12,6,Summer,Water smartweed and waterpepper are erect to sprawling perennials with willow-like leaves and clusters of small flowers.,"Pink, Yellow",Fibrous Shallow,Late Spring - Late Summer,,Medium,Prostrate,Moderate,Minor,Minor,"Full_Sun, Partial_Shade, Shade",4 -- 9,Wet,4.0 - 7.0,Wildlife Food,"Food, Medicine"
3706,Autumn Water Starwort,Callitriche hermaphroditica,CAHE,Aquatic,12,12,0,Summer-Fall,Physical characteristics vary greatly with different growing conditions. Capable of reproducing via plant fragments. Grows in water up to 3ft (1m) deep. Sometimes identified as an annual.,Green,Fibrous Shallow,Late Spring - Late Summer,Fall,Fine,Matlike,Fast,Minor,Minor,Full_Sun,5 -- 9,Wet,5.6 - 7.4,"Insectory, Water Purifier, Wildlife Food, Wildlife Habitat",Container Garden
3707,Vernal Water Starwort,Callitriche palustris,CAPA,Aquatic,60,24,8,All Year,Annual or short-lived perennial. Prefers still and slow-moving waters but can grow on wet land.,,,Spring - Late Summer,Summer - Fall,Fine,Matlike,Fast,Minor,Minor,Full_Sun,3 -- 10,"Wet, Moderate",5.2 - 6.8,"Water Purifier, Wildlife Food, Wildlife Habitat","Container Garden, Food, Ornamental"
3712,Eurasian Water-Milfoil,Myriophyllum spicatum,MYSP,Aquatic,96,240,6,,Rhizomes are the primary means of dispersal. Roots loosely at the bottom of water bodies then branches extensively at the surface level of the water. Stem fragments can form new plants. Considered an indicator of eutrophic conditions. Optimum water depth is between 3 and 13 ft (1-4m). Tolerant of extreme alkaline levels (ph 11). Non-mycorrhizal.,"Pink, Yellow","Rhizome, Fibrous Shallow",Early Summer - Late Summer,Summer - Fall,Fine,Spreading,,Minor,Minor,Full_Sun,3 -- 11,Wet,5.4 - 9.0,"Soil Builder, Toxin Absorber, Water Purifier, Wildlife Habitat","Compost, Container Garden, Food, Medicine"
5609,Cutleaf Waterparsnip (Tandpynwortel),Berula erecta,BEER,Aquatic,36,36-40,10,All Year,"Berula erecta (stream parsnip) is a member of the carrot family & is an aquatic & herbaceous perennial stolon-forming species. Widespread across much of Europe, Africa, Asia, Australia, & North America. South West of England, especially in Devon. - HABITAT: Cold headwater streams and seeps within a variety of non-forested and forested wetlands, including prairie fens, southern wet meadow, southern shrub-carr, rich tamarack swamp, hardwood-conifer swamp, and rich conifer swamp. Poorly drained neutral & acidic soils of the lowlands & upland fringe. Shallow aquatic environments containing moderate nutrient levels. - During the winter, its stem and body become completely submerged underwater. It has a hollow stem. Underwater leaves consist of compound with thread-like lobes; leaves above the surface of the water are flatter and broader. The stems are usually stoloniferous, rooting at the nodes, the plant often forming large colonies. Requires a mostly open canopy. PROPAGATION: By sowing & broken fragments that colonize banks by drifting downstream. It will root readily in shallow pond water. Simply cover the roots with pebbles to keep the plant upright.",White,"Stolon, Rhizome",Early Summer - Early Fall,Summer,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",3 -- 8,Wet,4.9 - 6.9,"Insecticide, Insectory, Toxin Absorber, Wildlife Habitat",", Aromatics/Fragrance, Cut Flower, Essential Oil, Essential Oil, Food, Food, Medicine, Medicine, Medicine, Medicine, Medicine"
